Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs BG01 Cell Line GSE22651	2.295086e-01	4.907203e-01	0	0	1.172867e+00	1.726243e+00	YWHAE;BEX1;CRABP2;ARL6IP1;RPLP1;CRABP1;CRIP2;ACTB;PDF;UBB;MDK;ZNHIT3;G3BP1;KDR;IGF2BP1;RPL13;ANO10;RPL41;ANXA2;CCDC58;KRT8;HSPE1;ZWINT;DLK1;ETV5;COPZ1;RPS26;TRAPPC6A;FRMD5;KRT18;SLC25A19;DKC1;VPS41;PMP22;RPS20;EZH2
HDSigDB_Mouse_2021	Coexpressed Gene Module M15 From Mouse Brain PMID20616000	2.304631e-01	4.921800e-01	0	0	1.395266e+00	2.047783e+00	RRM1;CCDC58;NCL;VPS41;CCNF;TSR1;DLK1;CDC25A
HDSigDB_Mouse_2021	Genes Up-Regulated In Microglial Cells Of HD Patients Vs Control PMID32681824	2.327261e-01	4.964275e-01	0	0	1.546910e+00	2.255229e+00	CCND3;FRMD5;TNFAIP8;AHNAK;CYTB
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In The Heart Of Mice Inducibly Expressing Celf1 For 12 H GSE56185	2.336065e-01	4.977193e-01	0	0	1.826978e+00	2.656639e+00	COX7B;CCDC58;EZH2
HDSigDB_Mouse_2021	Genes Changed In Pizotifen Treated STHdhQ111 Vs Control GSE129143	2.340059e-01	4.978840e-01	0	0	1.244702e+00	1.807816e+00	EIF5A;COG4;SLC2A1;CPOX;FURIN;AIG1;PDIA6;RASIP1;ZWINT;ETV5;CDC25A;FAM189B;NCL;NEDD4;IGF2BP1;TSR1;TMPO
HDSigDB_Mouse_2021	Genes Down-Regulated In Htt-N171-82Q Changed Genes In Rat Striatal Neurons GSE1918	2.342336e-01	4.978840e-01	0	0	1.646403e+00	2.389648e+00	ACTR2;SPARC;NEDD4;RAPGEF5
HDSigDB_Mouse_2021	HttQ74 Changed Genes After 1 D Of Induction In PC12 Cells GSE10581	2.347082e-01	4.983079e-01	0	0	2.211697e+00	3.205660e+00	SPECC1L;FURIN
HDSigDB_Mouse_2021	Influence Of Hsp90 Inhibitor On Expression In WT Mice GSE29681	2.361286e-01	5.007364e-01	0	0	1.194187e+00	1.723665e+00	AHNAK;SLC2A1;CPOX;SLC41A1;CCND3;TUBB5;PDF;UBB;GRB10;MEST;UBQLN4;TMPO;PEG3;AIG1;HSPE1;ZWINT;ETV5;DHODH;TRAPPC6A;SLC25A19;NCL;NEDD4;NDUFS4;ESAM;HOXD4;DCTPP1
HDSigDB_Mouse_2021	Genes Down-Regulated In HDACi-106 Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933	2.364408e-01	5.008120e-01	0	0	1.250382e+00	1.803123e+00	TLE4;ACTR2;COX7B;ARL6IP1;CCDC58;DOCK8;SLC2A3;CNN2;ZNHIT3;SERBP1;NDUFAB1;G3BP1;SPECC1L;MCMBP;PPIG;CALM2
HDSigDB_Mouse_2021	Differentially Expressed Proteins In Striatum Of HD Q175 Mice PMID26900923	2.369706e-01	5.013479e-01	0	0	1.354611e+00	1.950395e+00	DRAP1;RPS9;EEF1D;VIM;SENP3;PDIA6;CNNM3;UBQLN4;TMPO
HDSigDB_Mouse_2021	Intersection Of Human And Mouse Htt-interacting Proteins Identified By Pull Down Assay PMID17500595	2.378851e-01	5.021485e-01	0	0	2.190705e+00	3.145782e+00	EEF1D;COX6C
HDSigDB_Mouse_2021	CAG Length-Dependent Genes In 6 Mon Mouse Cortex PMID26900923	2.379036e-01	5.021485e-01	0	0	1.258045e+00	1.806413e+00	CRABP2;RPS5;CPOX;CRIP2;RPL8;RPS26;TUBB5;PMP22;RPS20;VIM;PPIG;CALM2;MEST;CNNM3;MYH7
HDSigDB_Mouse_2021	Mouse Cerebellum Golgi Cell Markers PMID19013282	2.386802e-01	5.032013e-01	0	0	1.380283e+00	1.977436e+00	TRAPPC6A;ABI3;NDUFS4;NDUFAB1;IGF2BP1;CALM2;MEST;ZWINT
HDSigDB_Mouse_2021	Genes Down-Regulated In dSPNs Of 9 Wks R6/2 Vs WT PMID32681824	2.390337e-01	5.033605e-01	0	0	1.213395e+00	1.736551e+00	TLE4;SLC41A1;CRIP2;SLC2A3;COX6C;AIG1;ETV5;CDH5;FAM189B;TRAPPC6A;TMEM54;MDK;DKC1;CCDC85B;PMP22;TSR1;ESAM;CALM2;DCTPP1;UBQLN4;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated In Influence Of Mbnl1 KO On Expression In C2C12 Mouse Cells GSE29990	2.404749e-01	5.058073e-01	0	0	1.187008e+00	1.691652e+00	COX7B;BEX1;CRABP1;BTF3L4;CNN2;CDH5;CCND3;CBS;GRB10;IGF2BP1;MEST;CNNM3;UBQLN4;ARG1;IGF2;VEGFB;DLK1;CDC25A;DHODH;TMEM54;EEF1D;ABI3;SPECC1L;PMP22;ESAM;HOXD4;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated In Inferior Olive Of 5 Week Old Atxn1[154Q/2Q] Vs WT GSE122099	2.416824e-01	5.060951e-01	0	0	3.736559e+00	5.306403e+00	RPS9
HDSigDB_Mouse_2021	Genes Up-Regulated In iSPNs Of 3 Mon HdhQ170 Vs HdhQ20 PMID32681824	2.416824e-01	5.060951e-01	0	0	3.736559e+00	5.306403e+00	CYTB
HDSigDB_Mouse_2021	Markers Of Medial Parabrachial Nucleus In Pontine Tegmentum PMID22996553	2.416824e-01	5.060951e-01	0	0	3.736559e+00	5.306403e+00	MYH7
HDSigDB_Mouse_2021	Genes Changed In Ciliated Ependymal Cells Of HD Patients Vs Control PMID32681824	2.417296e-01	5.060951e-01	0	0	1.201169e+00	1.705583e+00	RPL41;COX7B;SPARC;ANXA2;AHNAK;RPLP1;ACTB;EEF1A1;CCND3;FRMD5;UBB;EEF1D;FTH1;NCL;PRDX1;NEDD4;RPA3;NDUFS4;GRB10;RPL13;ANO10;VIM;RPL29
HDSigDB_Mouse_2021	CAG Length-Dependent Genes In iSPNs Of HD Mice Down PMID32681824	2.431742e-01	5.085317e-01	0	0	1.407714e+00	1.990476e+00	SLC41A1;CRIP2;FLYWCH1;PFN1;UBQLN4;SNRPA;MYH7
HDSigDB_Mouse_2021	Cas9 Binding Sites Enriched In dCas9-Tet1/sgRNA Infected Vs Untreated iPSCs GSE102655	2.438530e-01	5.093631e-01	0	0	1.518086e+00	2.142308e+00	EIF5A;HAND2;CALM2;SENP3;RASIP1
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In 9 Wk TIF-IA KO HD Mice GSE29647	2.453568e-01	5.119138e-01	0	0	1.611656e+00	2.264445e+00	ZNHIT3;CCDC58;VIM;TMPO
HDSigDB_Mouse_2021	Striatum RNA M14 Module (Cyan) PMID26900923	2.469983e-01	5.138679e-01	0	0	1.365607e+00	1.909628e+00	TLE4;PDF;DHX8;G3BP1;FURIN;MEST;PDIA6;ETV5
HDSigDB_Mouse_2021	Developmental Transcription Factor Genes Bound By Suz12 PMID16630818	2.472224e-01	5.138679e-01	0	0	1.606005e+00	2.244339e+00	HAND2;HOXD4;ETV5;EZH2
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Forebrain Of 4 Wk SCA1 Spinocerebellar Ataxia 1 Mice GSE2867	2.474284e-01	5.138679e-01	0	0	2.130041e+00	2.974888e+00	AHNAK;ACTB
HDSigDB_Mouse_2021	Proteins Enriched In HD Patient iPSC-derived Neurons Vs Control iPSC-derived Neurons PMID30768179	2.474284e-01	5.138679e-01	0	0	2.130041e+00	2.974888e+00	CPOX;MAN2B1
HDSigDB_Mouse_2021	HD-specific Set Of Genes (Cluster 7) PMID28499347	2.482162e-01	5.149137e-01	0	0	3.619583e+00	5.043726e+00	DHODH
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Striatal Cells Of HdhQ111 HD Mice GSE3583	2.491130e-01	5.161827e-01	0	0	1.194496e+00	1.660168e+00	EIF5A;ACTR2;RPL41;SPARC;BEX1;ARL6IP1;CCDC58;DOCK8;CRABP1;VEGFB;SLC2A3;SENP3;PDIA6;ZWINT;OSGEP;FAM189B;CCDC85B;ZNHIT3;NDUFAB1;IGF2BP1;VIM;EZH2;TMPO
HDSigDB_Mouse_2021	Genes Up-Regulated In Non-myotonic Dystrophy Markers In Human Skeletal Muscle GSE48828	2.508614e-01	5.188288e-01	0	0	1.277259e+00	1.766264e+00	RPL41;SPARC;AHNAK;FTH1;TSPAN18;DOCK8;IGF2;KDR;VEGFB;FLYWCH1;AIG1;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated Upon DOC Treatment In HdhQ111 Striatal Cells GSE98739	2.509630e-01	5.188288e-01	0	0	1.594819e+00	2.204757e+00	DKC1;TSR1;MEST;ETV5
HDSigDB_Mouse_2021	Mouse Cortex Corticothalamic Neuron Markers PMID19013282	2.527389e-01	5.205995e-01	0	0	1.165978e+00	1.603684e+00	SPARC;SLC2A1;SLC2A3;ACTB;TUBB5;CBS;PRDX1;ANO10;MCMBP;MEST;CNNM3;TLE4;RRM1;PEG3;WDR18;COG4;DLK1;ETV5;CDC25A;DHODH;TRAPPC6A;SLC25A19;DKC1;NDUFS4;NDUFAB1;TSR1;ESAM;MAN2B1;FKBP9;FLYWCH1;SNRPA
HDSigDB_Mouse_2021	Genes Up-Regulated In Htt-N171-82Q Changed Genes In Rat Striatal Neurons GSE1918	2.537986e-01	5.205995e-01	0	0	2.091420e+00	2.867786e+00	PMP22;VIM
HDSigDB_Mouse_2021	Striatum RNA M25 Module (Orange) PMID26900923	2.537986e-01	5.205995e-01	0	0	2.091420e+00	2.867786e+00	FLYWCH1;RASIP1
HDSigDB_Mouse_2021	Genes Up-Regulated In HDACi-9b Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933	2.539252e-01	5.205995e-01	0	0	1.431521e+00	1.962208e+00	CNN2;EIF5A;SLC25A19;PMP22;ANO10;FLYWCH1
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In 12 Wk R6/2 HD Mice (Set2) GSE9804	2.542762e-01	5.205995e-01	0	0	1.222904e+00	1.674565e+00	TLE4;CRABP2;CSNK2A1;IGF2;KRT8;SLC41A1;CRIP2;WDR89;ETV5;COPZ1;CCDC85B;SERBP1;NDUFS4;PMP22;RPL29;DCTPP1;MYH7
HDSigDB_Mouse_2021	Expression In 12 Wk R6/2 HD Mice (Set2) GSE9804	2.545673e-01	5.205995e-01	0	0	1.154458e+00	1.579518e+00	YWHAE;CRABP2;CPOX;SLC41A1;CRIP2;WDR89;CCDC85B;GRB10;MCMBP;CNNM3;TMPO;TLE4;PEG3;CSNK2A1;CCDC58;RPL22;IGF2;KRT8;ZWINT;ETV5;COPZ1;CDC25A;ARMC10;SERBP1;NDUFS4;VPS41;NDUFAB1;PMP22;TSR1;RPS20;VIM;PPIG;FLYWCH1;RPL29;DCTPP1;MYH7
HDSigDB_Mouse_2021	Down-regulated Genes In The Heart Of Dox Treated FRDAkd Mice After 4 Wk Rescue Vs WT Mice GSE98790	2.546942e-01	5.205995e-01	0	0	3.509697e+00	4.800184e+00	ANO10
HDSigDB_Mouse_2021	Genes Down-Regulated In Influence Of Hdac4 Reduction On Expression In 9 Wk WT Mice GSE38218	2.546942e-01	5.205995e-01	0	0	3.509697e+00	4.800184e+00	SLC2A3
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In SA01 Vs VUB03 MPCs GSE7177	2.546942e-01	5.205995e-01	0	0	3.509697e+00	4.800184e+00	RPS26
HDSigDB_Mouse_2021	Up-regulated Proteins In Cerebellum Of 10 Mon HD Q175 Mice Vs Q20 PXD005526	2.546942e-01	5.205995e-01	0	0	3.509697e+00	4.800184e+00	ACTB
HDSigDB_Mouse_2021	Up-regulated Genes In Cerebellum Of 3 Wk ATXN2Q127 Mice E-MTAB-6293	2.551207e-01	5.208835e-01	0	0	1.490295e+00	2.035771e+00	TNFAIP8;NDUFAB1;RPL13;RAPGEF5;OSGEP
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In HD180i.5 NSCs From HD Patient Vs NSCs From Healthy Controls GSE37517	2.574565e-01	5.245417e-01	0	0	1.219612e+00	1.654897e+00	TNFAIP8;SPARC;ANXA2;AHNAK;IGF2;CRIP2;FURIN;DLK1;CCND3;NEDD4;HAND2;SPECC1L;PMP22;ESAM;VIM;FKBP9;MEST
HDSigDB_Mouse_2021	Influence Of Hdac4 Reduction On Expression In 9 Wk R6/2 HD Mice GSE38218	2.574917e-01	5.245417e-01	0	0	1.380654e+00	1.873227e+00	EIF5A;TRAPPC6A;TUBB5;SLC25A19;NEDD4;VPS41;SPECC1L
HDSigDB_Mouse_2021	Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 445236 Vs Untreated HSALR 20B Mice GSE38962	2.582517e-01	5.254986e-01	0	0	1.422540e+00	1.925864e+00	FAM189B;CSRP3;ACTC1;AHNAK;NCL;MAN2B1
HDSigDB_Mouse_2021	Mouse Indirect Spiny Projection Neuron Markers (Blue Genes) PMID30811995	2.588569e-01	5.261390e-01	0	0	1.726385e+00	2.333174e+00	TRAPPC6A;IGF2;CRIP2
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Markers In Human Caudate Nucleus GSE26927	2.597272e-01	5.270388e-01	0	0	1.204505e+00	1.623821e+00	SPARC;AHNAK;DHX8;COG4;IGF2;VEGFB;SLC41A1;CNN2;TMEM54;EEF1D;DKC1;CBS;PRDX1;SERBP1;G3BP1;SPECC1L;ANO10;VIM;CNNM3
HDSigDB_Mouse_2021	Genes Up-Regulated In iSPNs Of 9 Wks R6/2 Vs WT PMID32681824	2.600256e-01	5.270388e-01	0	0	1.184903e+00	1.596035e+00	RPL4;RRM1;SPARC;ANXA2;PEG3;DOCK8;SLC2A1;ZWINT;CDC25A;EEF1A1;CCND3;FRMD5;CBS;NCL;G3BP1;SPECC1L;GRB10;PMP22;ANO10;VIM;CNNM3;EZH2;TMPO
HDSigDB_Mouse_2021	Genes Up-Regulated In Astrocytes Of HdhQ50 Vs HdhQ20 PMID32681824	2.601727e-01	5.270388e-01	0	0	2.054166e+00	2.765750e+00	SLC2A3;CYTB
HDSigDB_Mouse_2021	Astrocyte Gene Markers PMID17151600	2.611166e-01	5.279117e-01	0	0	3.406275e+00	4.573905e+00	SPARC
HDSigDB_Mouse_2021	Mouse Striatum Cholinergic Neuron Markers PMID19013282	2.612683e-01	5.279117e-01	0	0	1.188023e+00	1.594573e+00	CRABP2;ARL6IP1;WDR18;RPL22;BTF3L4;AIG1;HSPE1;ACTB;ZWINT;CDC25A;DRAP1;TRAPPC6A;PDF;SLC25A19;ZNHIT3;TSPAN18;NDUFAB1;ANO10;RPS20;CALM2;MEST;CNNM3
HDSigDB_Mouse_2021	Genes Changed In Foxp2/Olfm3-expressing Neurons Of R6/2 Vs WT PMID32681824	2.614781e-01	5.279117e-01	0	0	1.341132e+00	1.799001e+00	EEF1A1;YWHAE;FRMD5;MDK;CCDC58;SLC2A3;CALM2;MEST
HDSigDB_Mouse_2021	Down-regulated Genes In Friedreich Ataxia Vs Control Fibroblasts GSE104288	2.632479e-01	5.296109e-01	0	0	1.471046e+00	1.963345e+00	BEX1;CBS;HAND2;KRT8;CRIP2
HDSigDB_Mouse_2021	Cingulate (Layer 5 And 6), Somatosensory (Layer 5), And Basolateral Amygdala Pyramidal Neuron Gene Module 2 PMID19638972	2.633606e-01	5.296109e-01	0	0	2.036030e+00	2.716534e+00	RPL22;PDIA6
HDSigDB_Mouse_2021	Genes Changed By HSP90 Inhibitor In Quadriceps Of WT Mice GSE95602	2.633606e-01	5.296109e-01	0	0	2.036030e+00	2.716534e+00	HSPE1;MEST
HDSigDB_Mouse_2021	Rostral And Caudal Serotonergic Neuron-Enriched Genes PMID20071532	2.634894e-01	5.296109e-01	0	0	1.709261e+00	2.279713e+00	PEG3;GRB10;ZWINT
HDSigDB_Mouse_2021	Up-regulated Soluble Proteins In Striatum Of 8 Wk R6/2 Mice PXD004973	2.638381e-01	5.297237e-01	0	0	1.312177e+00	1.748371e+00	EIF5A;PDF;BEX1;ZNHIT3;PRDX1;NEDD4;AIG1;HSPE1;PFN1
HDSigDB_Mouse_2021	Genes Changed In The Cortex Of zQ175 Neo- Mice Vs WT GSE123657	2.649786e-01	5.314245e-01	0	0	1.310464e+00	1.740436e+00	EEF1A1;BEX1;CBS;PMP22;KDR;CPOX;CRIP2;CNNM3;MYH7
HDSigDB_Mouse_2021	Astrocyte-enriched Genes In Mouse Cortex PMID25186741	2.674841e-01	5.329084e-01	0	0	3.308762e+00	4.363248e+00	CBS
HDSigDB_Mouse_2021	Changed Genes In DCLK3<WT> Vs DCLK3<K543M> Overexpressing Neurons GSE104091	2.674841e-01	5.329084e-01	0	0	3.308762e+00	4.363248e+00	ZWINT
HDSigDB_Mouse_2021	Genes Changed In HD Fibroblasts Treated With ZFP-A Vs Control GSE127820	2.674841e-01	5.329084e-01	0	0	3.308762e+00	4.363248e+00	FRMD5
HDSigDB_Mouse_2021	Genes Changed In Migrating Neuroblasts Of R6/2 Vs WT PMID32681824	2.674841e-01	5.329084e-01	0	0	3.308762e+00	4.363248e+00	UBB
HDSigDB_Mouse_2021	Genes Up-Regulated In OPCs Of zQ175DN Vs WT PMID32681824	2.674841e-01	5.329084e-01	0	0	3.308762e+00	4.363248e+00	FRMD5
HDSigDB_Mouse_2021	Soluble Proteins In The Brains Of Q175 Mice PMID31138642	2.674841e-01	5.329084e-01	0	0	3.308762e+00	4.363248e+00	COG4
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In HDACi 4B Vs Vehicle Treated Healthy Donor Blood Cells GSE30933	2.679404e-01	5.332309e-01	0	0	1.546320e+00	2.036488e+00	ARMC10;RPS21;PDIA6;ACTB
HDSigDB_Mouse_2021	Genes Changed In Astrocytes Of HdhQ50 Vs HdhQ20 PMID32681824	2.697370e-01	5.357410e-01	0	0	2.000694e+00	2.621526e+00	SLC2A3;CYTB
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In HDACi 4B Vs Vehicle Treated Friedreich Ataxia Patient Blood Cells GSE30933	2.697934e-01	5.357410e-01	0	0	1.455993e+00	1.907495e+00	DRAP1;ARMC10;MAN2B1;RPS21;PDIA6
HDSigDB_Mouse_2021	Synaptic Neuropil Transcriptome PMID22578497	2.712091e-01	5.379625e-01	0	0	1.179373e+00	1.538923e+00	RPL4;ACTR2;RPL41;BEX1;CSNK2A1;ARL6IP1;ARG1;RPLP1;CRIP2;SLC2A3;SENP3;ACTB;RPS26;EEF1A1;SERBP1;G3BP1;RPL13;RPS20;RPS21;CALM2;UBQLN4;SNRPA
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Markers In Human Motor Cortex (HG-U133B) E-AFMX-6	2.729249e-01	5.392140e-01	0	0	1.983480e+00	2.575664e+00	YWHAE;ACTB
HDSigDB_Mouse_2021	Genes Down-Regulated In WT Mice Treated With AAV9-Eif2a-Nme1-EF2a-GFP Vs Control GSE141856	2.737971e-01	5.392140e-01	0	0	3.216667e+00	4.166767e+00	SERBP1
HDSigDB_Mouse_2021	NP2 Neural Progenitor Cell Markers PMID30078729	2.737971e-01	5.392140e-01	0	0	3.216667e+00	4.166767e+00	CRABP1
HDSigDB_Mouse_2021	Up-regulated Genes Overlapping Between PRC2 KO At 6 Mon And HD Human Patients PMID27526204	2.737971e-01	5.392140e-01	0	0	3.216667e+00	4.166767e+00	HAND2
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In SIVF020 Line NSCs Vs ESCs GSE34201	2.740994e-01	5.392140e-01	0	0	1.146168e+00	1.483444e+00	YWHAE;SPARC;ARL6IP1;CRABP1;SLC2A1;CRIP2;ACTB;CNN2;MDK;G3BP1;GRB10;POLR2G;MEST;UBQLN4;TMPO;TLE4;ACTR2;RRM1;CSNK2A1;HSPE1;ZWINT;ETV5;DRAP1;FAM189B;TSPAN18;NEDD4;NDUFS4;PMP22;ESAM;VIM;PFN1;CALM2;EZH2
HDSigDB_Mouse_2021	Genes Changed In R6/1 Treated With PLX3397 Vs Vehicle Treated WT Mice GSE136158	2.747257e-01	5.392140e-01	0	0	1.349943e+00	1.744102e+00	PEG3;ABI3;DOCK8;RPL22;GRB10;MAN2B1;RPL29
HDSigDB_Mouse_2021	Locuses With Increased DNA Methylation In Limbic Lobe Region Of AD Vs Control GSE72778	2.747257e-01	5.392140e-01	0	0	1.349943e+00	1.744102e+00	COX7B;BEX1;DKC1;HAND2;CRABP1;HSPE1;TRIM67
HDSigDB_Mouse_2021	CA3 Overexpressed Genes Compared To CA1 Newrzella PMID17937787	2.747263e-01	5.392140e-01	0	0	1.444900e+00	1.866781e+00	TLE4;UBB;CBS;DOCK8;NDUFS4
HDSigDB_Mouse_2021	HD Markers In hESCs GSE34201	2.747263e-01	5.392140e-01	0	0	1.444900e+00	1.866781e+00	H19;ACTC1;UBB;MEST;ETV5
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs MR90C2P28 Cell Line GSE22651	2.749629e-01	5.392140e-01	0	0	1.208980e+00	1.560938e+00	WDR18;WDR89;ZWINT;OSGEP;RPS26;PDF;MDK;SLC25A19;ZNHIT3;CBS;NCL;PRDX1;IGF2BP1;RPL13;MCMBP;MEST
HDSigDB_Mouse_2021	Cortex RNA M12 Module (Tan) PMID26900923	2.751153e-01	5.392140e-01	0	0	1.667884e+00	2.152513e+00	AHNAK;SLC2A1;ESAM
HDSigDB_Mouse_2021	Genes Up-Regulated In Brain Vs Spinal Cord Derived OPCs From E13.5 Mouse Embryos PMID30078729	2.772240e-01	5.426100e-01	0	0	1.384855e+00	1.776671e+00	RRM1;ARL6IP1;DHX8;KDR;DCTPP1;ETV5
HDSigDB_Mouse_2021	Genes Changed In Mural Cells Of R6/2 Vs WT PMID32681824	2.774472e-01	5.426100e-01	0	0	1.659846e+00	2.128129e+00	SPARC;CYTB;RAPGEF5
HDSigDB_Mouse_2021	Genes Changed In HDACi 4B Vs Vehicle Treated Friedreich Ataxia Patient Blood Cells GSE30933	2.780628e-01	5.431232e-01	0	0	1.272351e+00	1.628493e+00	DRAP1;SPARC;KRT18;ARMC10;CRIP2;SLC2A3;MAN2B1;FLYWCH1;RPS21;PDIA6
HDSigDB_Mouse_2021	Differentially Expressed Genes In Cerebellum Of 10 Mon HD Q175 Mice Vs Q20 GSE73468	2.783094e-01	5.431232e-01	0	0	1.151648e+00	1.472982e+00	RPL4;YWHAE;SPARC;BEX1;CRABP2;SLC41A1;CDH5;UBB;MDK;CBS;FTH1;GRB10;RPL13;ACTR2;COG4;IGF2;SENP3;DLK1;EEF1A1;H19;FRMD5;ABI3;TSPAN18;SERBP1;NDUFAB1;PMP22;RPS20;RPL29;RAPGEF5
HDSigDB_Mouse_2021	Suz12 Bound Genes PMID16630818	2.787669e-01	5.433931e-01	0	0	1.212779e+00	1.549179e+00	ARL6IP1;CRABP1;DLK1;ETV5;CCND3;ACTC1;HAND2;GRB10;PMP22;TSR1;MCMBP;ESAM;HOXD4;MEST;EZH2
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs Pel Stem Cell Line GSE22651	2.795036e-01	5.433931e-01	0	0	1.142419e+00	1.456287e+00	TNFAIP8;SPARC;AHNAK;CRIP2;FURIN;ACTB;CNN2;CCND3;UBB;FTH1;GRB10;RPL13;ANO10;MEST;EIF5A;ANXA2;KRT8;VEGFB;PDIA6;ETV5;COPZ1;DRAP1;FAM189B;FRMD5;KRT18;TMEM54;NEDD4;VPS41;PMP22;MAN2B1;VIM;FKBP9;FLYWCH1
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In VUB01 Vs VUB03 MPCs GSE7177	2.800560e-01	5.433931e-01	0	0	3.129550e+00	3.983183e+00	COX7B
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Vs Control iPSCs After 80 D Of Differentiation GSE109534	2.800560e-01	5.433931e-01	0	0	3.129550e+00	3.983183e+00	SLC2A3
HDSigDB_Mouse_2021	Genes Down-Regulated In The Astrocytes Of R6/2 Mice Vs WT At 1 Month Old GSE124846	2.801728e-01	5.433931e-01	0	0	1.379229e+00	1.754860e+00	SPARC;ABI3;SLC2A1;PMP22;CRIP2;MYH7
HDSigDB_Mouse_2021	Genes Changed In Human Granule Cells Vs Basket Cells GSE101912	2.802480e-01	5.433931e-01	0	0	1.269434e+00	1.614822e+00	FRMD5;TNFAIP8;KRT18;SLC25A19;NEDD4;COG4;FKBP9;CALM2;TRIM67;DHODH
HDSigDB_Mouse_2021	Genes Down-Regulated In Oligodendrocytes Of R6/2 Vs WT PMID32681824	2.824852e-01	5.471368e-01	0	0	1.933557e+00	2.444266e+00	FRMD5;FTH1
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Grade 2 Markers In Human Caudate Nucleus (HG-U133A) GSE3790	2.827830e-01	5.471368e-01	0	0	1.336209e+00	1.687733e+00	SPARC;ANXA2;AHNAK;EEF1D;SERBP1;G3BP1;VIM
HDSigDB_Mouse_2021	Genes Down-Regulated In R6/1 Good Vs WT GSE135057	2.835688e-01	5.476909e-01	0	0	1.182376e+00	1.490149e+00	RPS9;CRABP2;RPLP1;CCNF;IGF2;SLC41A1;CRIP2;ETV5;DRAP1;CBS;FTH1;PMP22;KDR;RPL13;RPS20;CYTB;RPS21;UBQLN4;MYH7
HDSigDB_Mouse_2021	Expression In The Heart Of Mice Inducibly Expressing Celf1 For 72 H GSE56185	2.836742e-01	5.476909e-01	0	0	1.172936e+00	1.477816e+00	ACTR2;TNFAIP8;CCDC58;DOCK8;SLC2A1;CRIP2;FURIN;AIG1;ZWINT;OSGEP;FAM189B;CCND3;CSRP3;FRMD5;ACTC1;MYL7;NCL;TSR1;MAN2B1;PPIG;CALM2
HDSigDB_Mouse_2021	Genes Down-Regulated In Cyproheptadine Treated STHdhQ111 Vs Control GSE129143	2.840197e-01	5.477738e-01	0	0	1.187345e+00	1.494525e+00	TLE4;YWHAE;ANXA2;AHNAK;COG4;SLC41A1;CRIP2;FURIN;CNN2;FAM189B;CCND3;TUBB5;NEDD4;VPS41;GRB10;VIM;MEST;TMPO
HDSigDB_Mouse_2021	Genes Changed In Selisistat Treated STHdhQ111 Vs Control GSE129143	2.862614e-01	5.506704e-01	0	0	3.047018e+00	3.811362e+00	SNORD15B
HDSigDB_Mouse_2021	Up-regulated Genes In Blood From The 75 Wk Vs 40 Wk MJD84.2 Mice GSE108069	2.862614e-01	5.506704e-01	0	0	3.047018e+00	3.811362e+00	HOXD4
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Markers In hESCs GSE34201	2.867941e-01	5.506704e-01	0	0	1.628442e+00	2.033908e+00	UBB;MEST;ETV5
HDSigDB_Mouse_2021	Genes With A Decrease Of EZH2 Binding In Their Promoter Regions In Corpus Callosum Of BN Vs WT Mice PMID31015293	2.867941e-01	5.506704e-01	0	0	1.628442e+00	2.033908e+00	TSPAN18;IGF2;HOXD4
HDSigDB_Mouse_2021	Expression In Cerebrum Of 18 Wk R6/1 HD Mice GSE3621	2.870419e-01	5.506704e-01	0	0	1.495724e+00	1.866853e+00	CRIP2;VIM;ETV5;MYH7
HDSigDB_Mouse_2021	Genes Changed In Foxp2/Olfm3-expressing Neurons Of zQ175DN Vs WT PMID32681824	2.875766e-01	5.511124e-01	0	0	1.365356e+00	1.701596e+00	TLE4;FRMD5;CALM2;MEST;ACTB;ETV5
