Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs Mel1 P52 Cell Line GSE22651	36/3768	4.298235e-01	8.462726e-01	0	0	1.048318e+00	8.851799e-01	RPL3;CRABP2;RPL32;CITED4;BCCIP;CRIP2;MKI67;MED11;TUBB5;TMEM88;GUK1;ANXA6;SNORD34;POLE;NAA50;JAG2;UNC45A;CCT3;HSPA8;NDUFA5;HSPA4;IFT140;RPL23;CNBP;IGFBP2;KRT8;RPS26;H19;SFRP1;DLG3;FASN;NEDD4;RPL26;VIM;ALDOA;ANAPC1
HDSigDB_Mouse_2021	Striatum RNA M19 Module (Lightyellow) PMID26900923	2/159	4.309873e-01	8.476356e-01	0	0	1.376006e+00	1.158152e+00	IFT140;FASN
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Vs Control iPSCs Before Differentiation GSE109534	1/61	4.314396e-01	8.476356e-01	0	0	1.799271e+00	1.512518e+00	IGFBP2
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In HDACi 106 Vs Vehicle Treated Healthy Donor Blood Cells GSE30933	17/1739	4.337997e-01	8.513609e-01	0	0	1.069631e+00	8.933261e-01	MBD3;HSPA8;PLVAP;ANXA2;MDH1;RPLP1;HSPE1;MMP9;STIP1;TUBA1B;PPP2R1A;FASN;C1QBP;RPL26;RPS21;SNX5;RRP15
HDSigDB_Mouse_2021	Genes Changed In Microglia Vs Monocytes PMID28671693	13/1314	4.345069e-01	8.518379e-01	0	0	1.081916e+00	9.018241e-01	JAG2;EIF5A;CAR2;PLVAP;RARG;SPARC;ANXA2;MMP9;LGALS1;ANXA6;VIM;1700030K09RIK;PHLDA1
HDSigDB_Mouse_2021	Genes Changed In HD Neurons Treated With ZFP-C Vs Control GSE127821	20/2062	4.363929e-01	8.526725e-01	0	0	1.061489e+00	8.801999e-01	ATF2;DDX3X;PLXND1;ANXA2;HSPA5;PARP1;HSPA4;BCCIP;CRIP2;EEF1A1;SFRP1;ZMYM2;MDK;SUFU;SERBP1;1810010H24RIK;PHLDA1;YKT6;SNX5;ANAPC1
HDSigDB_Mouse_2021	Genes Up-Regulated In Foxp1-induced Expression In Mouse Striatal Cells GSE31560	1/62	4.366863e-01	8.526725e-01	0	0	1.769686e+00	1.466255e+00	ACTB
HDSigDB_Mouse_2021	Striatal Expression In Vehicle Treated PDE10A KO Mice Vs WT Mice GSE40377	1/62	4.366863e-01	8.526725e-01	0	0	1.769686e+00	1.466255e+00	DUSP14
HDSigDB_Mouse_2021	Microglia Genes Up-Regulated After Activation PMID15579277	9/892	4.369819e-01	8.526725e-01	0	0	1.102715e+00	9.128974e-01	DDX3X;HSP90AB1;TCOF1;CITED1;CHEK2;FKBP4;PHLDA1;CRYAB;MMP9
HDSigDB_Mouse_2021	Genes Up-Regulated In The Cortex Of zQ175 KI Mice Vs WT GSE123657	2/161	4.372560e-01	8.526725e-01	0	0	1.358560e+00	1.123850e+00	TUBB5;ANXA5
HDSigDB_Mouse_2021	Differently Enriched Cas9 Binding Sites In dCas9-Tet1/sgRNA Infected Vs Untreated iPSCs GSE102655	5/472	4.388139e-01	8.548021e-01	0	0	1.157334e+00	9.532724e-01	EIF5A;BTBD19;PPP4C;DLG3;RASIP1
HDSigDB_Mouse_2021	Golgi Network Protein Composition PMID16615899	1/63	4.418849e-01	8.581043e-01	0	0	1.741054e+00	1.421929e+00	RPL19
HDSigDB_Mouse_2021	NMDA-independent Presynaptic Long-Term Potentiation In HD CHDI111	1/63	4.418849e-01	8.581043e-01	0	0	1.741054e+00	1.421929e+00	ACTB
HDSigDB_Mouse_2021	Genes Changed In Pons Of 28 Week Old Atxn 1 154Q/2Q KI Mice Treated With ASO Vs Vehicle GSE114674	11/1108	4.419120e-01	8.581043e-01	0	0	1.084982e+00	8.860447e-01	CAR2;CDH5;GJA1;SPARC;ZMYM2;ANXA2;DKC1;PODXL;NCL;SLC2A1;RASIP1
HDSigDB_Mouse_2021	Down-regulated Genes In Control NPCs Vs HD NPCs GSE93767	21/2177	4.434442e-01	8.587429e-01	0	0	1.055294e+00	8.581478e-01	EIF5A;KCNK5;DDX3X;CRABP2;RPL32;ANXA2;TCF15;RPLP1;RPLP0;HBA-A2;RPL8;THBS3;SFRP1;LGALS1;ACTC1;MDK;NEDD4;RPL26;1700030K09RIK;PHLDA1;SNX5
HDSigDB_Mouse_2021	Genes Changed In Cerebellum Of ATXN1[82Q]V591A;S602D Vs WT Mice GSE108255	28/2928	4.436448e-01	8.587429e-01	0	0	1.046967e+00	8.509027e-01	ATF2;RNASEH2C;COX7B;RARG;HSP90AB1;PLXND1;POMP;BCCIP;CRIP2;RASIP1;CDH5;STIP1;MDK;CHEK2;JAG2;HSPA8;ANXA2;NDUFA5;PARP1;DCAKD;COX6C;AIMP1;DLG3;NCL;FKBP4;PKIG;CRYAB;EIF4G2
HDSigDB_Mouse_2021	Up-regulated Genes In Cerebellum Of ATXN1[82Q]V591A;S602D Vs WT Mice GSE108255	28/2928	4.436448e-01	8.587429e-01	0	0	1.046967e+00	8.509027e-01	ATF2;RNASEH2C;COX7B;RARG;HSP90AB1;PLXND1;POMP;BCCIP;CRIP2;RASIP1;CDH5;STIP1;MDK;CHEK2;JAG2;HSPA8;ANXA2;NDUFA5;PARP1;DCAKD;COX6C;AIMP1;DLG3;NCL;FKBP4;PKIG;CRYAB;EIF4G2
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Vs Control iPSCs After 60 D Of Differentiation GSE109534	2/164	4.465889e-01	8.616709e-01	0	0	1.333198e+00	1.074713e+00	CNBP;FKBP4
HDSigDB_Mouse_2021	HD Grade 2 Markers In Human Frontal Lobe (HG-U133A) GSE3790	2/164	4.465889e-01	8.616709e-01	0	0	1.333198e+00	1.074713e+00	HSPA8;GJA1
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 445236 Vs WT Mice GSE38962	1/64	4.470358e-01	8.616709e-01	0	0	1.713332e+00	1.379432e+00	MMP9
HDSigDB_Mouse_2021	Up-regulated Genes In The Heart Of Dox Treated FRDAkd Mice After 8 Wk Rescue Vs Not Rescued Mice GSE98790	1/64	4.470358e-01	8.616709e-01	0	0	1.713332e+00	1.379432e+00	GUK1
HDSigDB_Mouse_2021	Differentially Expressed Proteins In Striatum Of HD Q175 Mice PMID26900923	9/900	4.475086e-01	8.616770e-01	0	0	1.092352e+00	8.783162e-01	SH3GLB1;RPS14;NPM1;PPP4C;PLXND1;PPP2R1A;RPL23;ANXA5;VIM
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Huez2.3 Line NSCs Vs ESCs GSE34201	38/4010	4.481420e-01	8.619922e-01	0	0	1.038213e+00	8.333163e-01	ATF2;SPARC;RPL32;CITED1;CRABP1;CITED4;RPLP0;SLC2A1;CRIP2;MKI67;ACTB;UBE2J1;DUSP14;THBS3;CDH5;STIP1;TUBA1B;PPP2R1A;TMEM88;MDK;GUK1;SUFU;ANXA6;PHLDA1;POLE;MBD3;HSPA5;IFT140;IGFBP2;ANXA5;SOD1;EEF1G;FASN;NEDD4;1810010H24RIK;VIM;PKIG;ALDOA
HDSigDB_Mouse_2021	Genes Changed In hESCs After ATF7IP Knock Down GSE118088	13/1329	4.509014e-01	8.654376e-01	0	0	1.068718e+00	8.512407e-01	KCNK5;CAR2;IFT140;IGFBP2;IGF2;SLC2A1;FAM149A;THBS3;SFRP1;LGALS1;ACTC1;PODXL;KDR
HDSigDB_Mouse_2021	Genes Up-Regulated In iSPNs Of R6/2 Vs WT PMID32681824	3/269	4.510868e-01	8.654376e-01	0	0	1.218170e+00	9.697795e-01	HSPA8;HSP90AB1;NF1
HDSigDB_Mouse_2021	Markers Of Raphe Nuclei Of Medulla In Myelencephalon PMID22996553	1/65	4.521394e-01	8.654376e-01	0	0	1.686475e+00	1.338665e+00	CITED1
HDSigDB_Mouse_2021	Mouse Htt-interacting Proteins Identified By Pull Down Assay PMID17500595	1/65	4.521394e-01	8.654376e-01	0	0	1.686475e+00	1.338665e+00	ALDOA
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellum Of HD Q175 Mice PMID26900923	11/1117	4.525966e-01	8.654376e-01	0	0	1.075636e+00	8.527145e-01	CAR2;CDH5;PLVAP;GJA1;SPARC;PLXND1;MDK;IFT140;FTH1;CITED4;CRYAB
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Grade 2 Markers In Human Frontal Lobe BA4 (HG-U133A) GSE3790	2/166	4.527630e-01	8.654376e-01	0	0	1.316805e+00	1.043419e+00	GJA1;G3BP1
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In HDACi 106 Vs Vehicle Treated Friedreich Ataxia Patient Blood Cells GSE30933	19/1978	4.571895e-01	8.729893e-01	0	0	1.049648e+00	8.215148e-01	EIF5A;MBD3;RPL41;TIGD5;PLXND1;ANXA2;HSPA4;ANXA5;ACTB;NUBP1;TUBA1B;LGALS1;FASN;RPL26;1700030K09RIK;FKBP4;ALDOA;RPS21;SNX5
HDSigDB_Mouse_2021	Genes Down-Regulated In R6/1 Treated With PLX3397 Vs Vehicle Treated WT Mice GSE136158	4/377	4.579511e-01	8.735346e-01	0	0	1.158356e+00	9.046675e-01	LGALS1;RPL22;IGFBP2;RPL29
HDSigDB_Mouse_2021	Striatum Protein Module pM21 (Darkred) PMID26900923	2/168	4.588980e-01	8.742558e-01	0	0	1.300808e+00	1.013235e+00	CDH5;NEDD4
HDSigDB_Mouse_2021	Genes Down-Regulated In Meclizine Treated STHdhQ111 Vs Control GSE129143	15/1551	4.592821e-01	8.742558e-01	0	0	1.056305e+00	8.219015e-01	RARG;SPARC;ANXA2;CRIP2;MKI67;ACTB;DUSP14;THBS3;TUBA1B;TUBB5;LPCAT4;SUFU;ANXA6;VIM;CRYAB
HDSigDB_Mouse_2021	Up-regulated Genes In Cerebellum Of 3 Wk ATXN2Q127 Mice E-MTAB-6293	5/484	4.603512e-01	8.750444e-01	0	0	1.127640e+00	8.747846e-01	NAA50;MBD3;C1QBP;UNC50;SNX5
HDSigDB_Mouse_2021	Genes Up-Regulated In Endothelial Cells Of R6/2 Vs WT PMID32681824	3/273	4.606501e-01	8.750444e-01	0	0	1.199877e+00	9.300447e-01	HSPA8;HSPA5;RPS8
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Grade 2 Markers In Human Frontal Lobe BA4 (HG-U133B) GSE3790	1/67	4.622065e-01	8.770929e-01	0	0	1.635205e+00	1.261959e+00	ACTB
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In SA01 Line NSCs Vs ESCs GSE34201	38/4033	4.637019e-01	8.790216e-01	0	0	1.030737e+00	7.921353e-01	ATF2;ALAS2;SPARC;CITED1;CRABP1;BCCIP;SLC2A1;CRIP2;MKI67;ACTB;UBE2J1;DUSP14;THBS3;CDH5;STIP1;TUBA1B;PPP2R1A;TMEM88;MDK;GUK1;ANXA6;PHLDA1;POLE;ANXA2;HSPA5;IFT140;DCAKD;IGFBP2;ANXA5;IGF2;SOD1;FASN;NEDD4;UNC50;1810010H24RIK;VIM;1700030K09RIK;PKIG
HDSigDB_Mouse_2021	Genes Changed In dSPNs Of zQ175DN Vs HdhQ20 PMID32681824	11/1127	4.644443e-01	8.795205e-01	0	0	1.065428e+00	8.170910e-01	NAA50;HSPA8;COX7B;DDX3X;PARP1;LPCAT4;ANXA5;NF1;CRIP2;GAS5;DUSP14
HDSigDB_Mouse_2021	Genes Up-Regulated Upon DOC Treatment In HdhQ111 Striatal Cells GSE98739	3/275	4.654053e-01	8.804317e-01	0	0	1.190933e+00	9.108808e-01	PLXND1;DLG3;NF1
HDSigDB_Mouse_2021	Changes In DNA Methylation In Midbrain Of HD Vs Control GSE72778	1/68	4.671708e-01	8.812658e-01	0	0	1.610717e+00	1.225853e+00	NF1
HDSigDB_Mouse_2021	Up-regulated Soluble Proteins In Cerebellum Of 5 Wk R6/2 Mice PXD004973	1/68	4.671708e-01	8.812658e-01	0	0	1.610717e+00	1.225853e+00	DUSP14
HDSigDB_Mouse_2021	Expression In Quadriceps Muscle Of HSALR 20B Myotonic Dystrophy Mice GSE38962	12/1237	4.676494e-01	8.812658e-01	0	0	1.058813e+00	8.047368e-01	AIMP1;EIF5A;CCT3;PLVAP;ACTC1;MDH1;SERBP1;IGFBP2;VIM;PKIG;MMP9;GSPT1
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Expanded CAG Repeats Vs Control ESCs After 4D Of Neuronal Differentiation GSE9760	9/917	4.697922e-01	8.812658e-01	0	0	1.070938e+00	8.090558e-01	CRABP2;NASP;HSPA4;PCF11;NEDD4;NF1;YKT6;FAM149A;SNX5
HDSigDB_Mouse_2021	Striatum Protein Module pM2 (Blue) PMID26900923	6/596	4.698149e-01	8.812658e-01	0	0	1.098419e+00	8.297640e-01	PPP4C;PLXND1;PPP2R1A;LPCAT4;BCCIP;CRYAB
HDSigDB_Mouse_2021	Cortex RNA M19 Module (Lightyellow) PMID26900923	4/383	4.700437e-01	8.812658e-01	0	0	1.139666e+00	8.603674e-01	TCOF1;DCAKD;FASN;PHLDA1
HDSigDB_Mouse_2021	Genes Up-Regulated In Myotonic Dystrophy 2 Markers In Human Biceps Brachii GSE37084	4/383	4.700437e-01	8.812658e-01	0	0	1.139666e+00	8.603674e-01	SPARC;PLXND1;ALDOA;SPPL3
HDSigDB_Mouse_2021	Genes Changed In The Liver Of zQ175 Neo- Mice Vs WT GSE123657	2/172	4.710481e-01	8.812658e-01	0	0	1.269942e+00	9.560058e-01	ATP5B;RASIP1
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Drosophila S2 Line Encoding Toxic Repeat-Containing dsRNA GSE42910	2/172	4.710481e-01	8.812658e-01	0	0	1.269942e+00	9.560058e-01	TUBB5;SLC2A1
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Neurons Treated With ZFP-A Vs Control GSE127821	2/172	4.710481e-01	8.812658e-01	0	0	1.269942e+00	9.560058e-01	FTH1;RPLP1
HDSigDB_Mouse_2021	Genes Up-Regulated In HDACi-4b Treated PBMCs From Friedreich Ataxia Patients Vs Controls GSE30933	7/704	4.714893e-01	8.812658e-01	0	0	1.084819e+00	8.156306e-01	EIF5A;SPARC;LGALS1;ANXA2;FKBP4;ACTB;NUBP1
HDSigDB_Mouse_2021	Genes Up-Regulated In Migrating Neuroblasts Of zQ175DN Vs WT PMID32681824	1/69	4.720895e-01	8.812658e-01	0	0	1.586950e+00	1.191143e+00	HSPA8
HDSigDB_Mouse_2021	OPC1cyc Oligodendrocyte Precursor Cell Markers PMID30078729	1/69	4.720895e-01	8.812658e-01	0	0	1.586950e+00	1.191143e+00	MKI67
HDSigDB_Mouse_2021	Genes Up-Regulated In Pons Of 28 Week Old Atxn 1 154Q/2Q KI Mice Treated With ASO Vs Vehicle GSE114674	8/814	4.755123e-01	8.855481e-01	0	0	1.072073e+00	7.969390e-01	CAR2;CDH5;GJA1;SPARC;ANXA2;PODXL;SLC2A1;RASIP1
HDSigDB_Mouse_2021	Expression In Forebrain Of 11 Wk SCA1 Spinocerebellar Ataxia 1 Mice GSE2867	4/386	4.760539e-01	8.855481e-01	0	0	1.130541e+00	8.391150e-01	ATF2;PLXND1;HBA-A2;CRYAB
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Grade 1 Markers In Human Caudate Nucleus (HG-U133A) GSE3790	1/70	4.769631e-01	8.855481e-01	0	0	1.563871e+00	1.157759e+00	GJA1
HDSigDB_Mouse_2021	Up-regulated Proteins In Muscles Of 10 Mon HD Q175 Vs Q20 Mice PXD010957	1/70	4.769631e-01	8.855481e-01	0	0	1.563871e+00	1.157759e+00	FASN
HDSigDB_Mouse_2021	Up-regulated Genes In Friedreich Ataxia Vs Control Fibroblasts GSE104288	11/1138	4.774360e-01	8.855481e-01	0	0	1.054408e+00	7.795504e-01	CDH5;TUBA1B;TUBB5;CITED1;PODXL;FASN;IGFBP2;KDR;MKI67;MMP9;POLE
HDSigDB_Mouse_2021	HD, PD And ND Consistently Altered Genes In Human Prefrontal Cortex PMID29375298	12/1246	4.778283e-01	8.855481e-01	0	0	1.050582e+00	7.758591e-01	RNASEH2C;H19;STIP1;TCF15;MDH1;RPS8;PODXL;CHEK2;NEDD4;RPLP1;RPL8;MMP9
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Mesencephalon Of 12 Mon Ataxin-2 KO Spinocerebellar Ataxia 2 Mice GSE55177	4/387	4.780516e-01	8.855481e-01	0	0	1.127531e+00	8.321592e-01	SFRP1;TMEM88;IGFBP2;SNX5
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In NSCs Lines HD109i.1 And HD60i.4 From HD Patients GSE37517	22/2325	4.782442e-01	8.855481e-01	0	0	1.032700e+00	7.617545e-01	RNASEH2C;SPARC;CITED1;PARP1;MDH1;DCAKD;BCCIP;IGF2;CRIP2;THBS3;RPS26;MED11;ACTC1;NASP;TMEM88;NEDD4;KDR;ANXA6;1810010H24RIK;CRYAB;EIF4G2;CCT5
HDSigDB_Mouse_2021	Markers Of Arcuate Nucleus Of Medulla In Myelencephalon PMID22996553	2/175	4.800536e-01	8.880024e-01	0	0	1.247729e+00	9.156554e-01	SFRP1;KRT18
HDSigDB_Mouse_2021	Genes Up-Regulated In Oligodendrocytes Of R6/2 Vs WT PMID32681824	1/71	4.817919e-01	8.903204e-01	0	0	1.541452e+00	1.125634e+00	HSPA8
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Markers In Human Caudate Nucleus GSE26927	23/2439	4.832513e-01	8.905100e-01	0	0	1.028855e+00	7.482026e-01	MBD3;SPARC;PLXND1;PARP1;IFT140;DCAKD;ANXA5;CITED4;IGF2;STIP1;GJA1;PPP4C;LGALS1;DKC1;PCF11;SUFU;SERBP1;G3BP1;VIM;1700030K09RIK;ALDOA;CRYAB;SNX5
HDSigDB_Mouse_2021	Down-regulated Genes In Hypothalamus/Thalamus Of HD Q175 Mice PMID26900923	3/283	4.842398e-01	8.905100e-01	0	0	1.156433e+00	8.386160e-01	CAR2;GJA1;FTH1
HDSigDB_Mouse_2021	Genes Changed In Vehicle Treated Vs Untreated Friedreich Ataxia Patient Blood Cells GSE30933	3/283	4.842398e-01	8.905100e-01	0	0	1.156433e+00	8.386160e-01	DDX3X;PCF11;RRP15
HDSigDB_Mouse_2021	Striatum Protein Module pM20 (Royalblue) PMID26900923	3/283	4.842398e-01	8.905100e-01	0	0	1.156433e+00	8.386160e-01	NPM1;GUK1;RPS21
HDSigDB_Mouse_2021	Genes Up-Regulated In Myotonic Dystrophy 2 Vs Non-Myotonic Dystrophy Markers In Human Skeletal Muscle GSE48828	2/177	4.860052e-01	8.905100e-01	0	0	1.233344e+00	8.899019e-01	EIF3L;NEDD4
HDSigDB_Mouse_2021	Expression In Cerebrum Of 22 Wk R6/1 HD Mice GSE3621	8/822	4.865580e-01	8.905100e-01	0	0	1.061090e+00	7.644084e-01	CAR2;PLXND1;IGFBP2;IGF2;1810010H24RIK;VIM;ANAPC1;DUSP14
HDSigDB_Mouse_2021	Foxp1-induced Expression In Mouse Striatal Cells GSE31560	1/72	4.865764e-01	8.905100e-01	0	0	1.519664e+00	1.094707e+00	ACTB
HDSigDB_Mouse_2021	Genes Up-Regulated In OPCs Of R6/2 Vs WT PMID32681824	1/72	4.865764e-01	8.905100e-01	0	0	1.519664e+00	1.094707e+00	HSPA8
HDSigDB_Mouse_2021	Rostral Serotonergic Neuron-Enriched Genes PMID20071532	1/72	4.865764e-01	8.905100e-01	0	0	1.519664e+00	1.094707e+00	CITED1
HDSigDB_Mouse_2021	Striatum RNA M34 Module (Darkmagenta) PMID26900923	2/178	4.889652e-01	8.905100e-01	0	0	1.226274e+00	8.773546e-01	ATF2;NCL
HDSigDB_Mouse_2021	Expression In NSCs Lines HD109i.1 And HD60i.4 From HD Patients GSE37517	40/4288	4.896209e-01	8.905100e-01	0	0	1.017995e+00	7.269748e-01	RNASEH2C;RARG;SPARC;DDX3X;CRABP2;CITED1;CRABP1;BCCIP;SLC2A1;CRIP2;THBS3;MED11;GJA1;TMEM88;KDR;ANXA6;CCT5;SH3GLB1;HSPA8;PARP1;MDH1;RPS8;DCAKD;KRT8;IGF2;COX6C;RPS26;H19;SFRP1;ACTC1;NASP;DKC1;LPCAT4;NEDD4;1810010H24RIK;RPS21;CRYAB;GAS5;EIF4G2;ANAPC1
HDSigDB_Mouse_2021	Genes Changed In HDACi 106 Vs Vehicle Treated Friedreich Ataxia Carrier Blood Cells GSE30933	11/1149	4.903724e-01	8.905100e-01	0	0	1.043601e+00	7.436603e-01	JAG2;UNC45A;TUBA1B;SPARC;IFT140;C1QBP;NEDD4;CRIP2;RPS21;RRP15;DUSP14
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Neurons Treated With ZFP-C Vs Control GSE127821	11/1149	4.903724e-01	8.905100e-01	0	0	1.043601e+00	7.436603e-01	EEF1A1;ATF2;DDX3X;ZMYM2;HSPA5;PARP1;SERBP1;BCCIP;1810010H24RIK;SNX5;ANAPC1
HDSigDB_Mouse_2021	Expression In PC12 Cells With AR112Q Upon Ligand Stimulation GSE50383	1/73	4.913170e-01	8.905100e-01	0	0	1.498482e+00	1.064920e+00	KRT18
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Grade 2 Markers In Human Frontal Lobe (HG-U133A) GSE3790	1/73	4.913170e-01	8.905100e-01	0	0	1.498482e+00	1.064920e+00	HSPA8
HDSigDB_Mouse_2021	Genes Down-Regulated In Endothelial Cells Of R6/2 Vs WT PMID32681824	2/179	4.919146e-01	8.905100e-01	0	0	1.219284e+00	8.650208e-01	SPARC;CYTB
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In PC12 Cells With nonSUMOylatable AR112Q (KRKR) Upon Ligand Stimulation GSE50383	2/179	4.919146e-01	8.905100e-01	0	0	1.219284e+00	8.650208e-01	RPL4;KRT18
HDSigDB_Mouse_2021	Differentially Expressed Proteins In The Striatum Of R6/2 Vs WT PXD008099	4/394	4.919536e-01	8.905100e-01	0	0	1.106895e+00	7.851988e-01	LPCAT4;DCAKD;CRIP2;CRYAB
HDSigDB_Mouse_2021	Genes Down-Regulated In iSPNs Of 9 Wks R6/2 Vs WT PMID32681824	23/2451	4.932339e-01	8.905100e-01	0	0	1.023064e+00	7.230730e-01	EIF5A;ATF2;RPL41;COX7B;PLXND1;RPL32;NDUFA5;CNBP;POMP;BCCIP;ATP5K;CRIP2;HSPE1;COX6C;WDR89;PHB2;ACTB;RPS26;RPS15;TMEM88;LPCAT4;RPL29;TXNL4A
HDSigDB_Mouse_2021	Genes Up-Regulated In CAG Length-Dependent Genes In 10 Mon Mouse Striatum PMID26900923	25/2668	4.934766e-01	8.905100e-01	0	0	1.021626e+00	7.215539e-01	RNASEH2C;SPPL3;UBE2J1;ATP5B;MED11;PPP2R1A;GUK1;ANXA6;YKT6;POLE;RRP15;SH3GLB1;UNC45A;CCT3;HSPA8;CCT2;TIGD5;DCAKD;ANXA5;EEF1A1;NF1;VIM;EXOC3L;EIF4G2;ANAPC1
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In The Heart Of Mice Inducibly Expressing Celf1 For 12 H GSE56185	3/287	4.935393e-01	8.905100e-01	0	0	1.139911e+00	8.049515e-01	COX7B;NDUFA5;MMP9
HDSigDB_Mouse_2021	FOXP1 Regulated Genes In Human Neural Cells GSE62718	8/828	4.948041e-01	8.905100e-01	0	0	1.052993e+00	7.408792e-01	KRT18;CRABP2;CITED1;NEDD4;KDR;IGF2;SLC2A1;PHLDA1
HDSigDB_Mouse_2021	Genes Down-Regulated In Mouse Microglia During Aging PMID26001565	2/180	4.948534e-01	8.905100e-01	0	0	1.212372e+00	8.528961e-01	JAG2;GSPT1
HDSigDB_Mouse_2021	HD Grade 4 Markers In Human Caudate Nucleus (HG-U133B) GSE3790	7/720	4.951160e-01	8.905100e-01	0	0	1.059587e+00	7.448510e-01	NPM1;LPCAT4;DCAKD;SERBP1;GAS5;GSPT1;SNX5
HDSigDB_Mouse_2021	Mouse Striatum Drd1 Medium Spiny Neuron Markers PMID19013282	7/720	4.951160e-01	8.905100e-01	0	0	1.059587e+00	7.448510e-01	JAG2;PPP4C;PARP1;LPCAT4;0610012G03RIK;NF1;SPPL3
HDSigDB_Mouse_2021	Genes Changed In HDACi 4B Treated Vs Untreated Friedreich Ataxia Patient Blood Cells GSE30933	14/1478	4.951177e-01	8.905100e-01	0	0	1.032337e+00	7.256912e-01	SH3GLB1;JAG2;UNC45A;CCT3;SPARC;BCCIP;CRIP2;RPL8;TUBA1B;LPCAT4;C1QBP;RPS21;SNX5;RRP15
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Striatum From 10 Wk HdhQ111 HD Mice GSE19780	3/288	4.958514e-01	8.905100e-01	0	0	1.135853e+00	7.967773e-01	SERBP1;YKT6;SOD1
HDSigDB_Mouse_2021	CAG Length-Dependent Genes In 6 Mon Mouse Cortex PMID26900923	16/1698	4.983644e-01	8.905100e-01	0	0	1.026782e+00	7.150755e-01	CAR2;CRABP2;MDH1;RPS5;ANXA5;CRIP2;RPL8;DUSP14;RPS26;RPS15;SFRP1;TUBB5;GUK1;RPLP2;VIM;GAS5
HDSigDB_Mouse_2021	Genes Up-Regulated In Pons Of 28 Week WT Mice Vs Atxn 1 154Q/2Q Mice Both Treated With Vehicle GSE114674	18/1915	4.984603e-01	8.905100e-01	0	0	1.024262e+00	7.131231e-01	CAR2;RNASEH2C;SPARC;CITED1;SLC2A1;DUSP14;SFRP1;GJA1;LGALS1;RHEB;PODXL;CHEK2;FTH1;0610012G03RIK;TXNL4A;CRYAB;EIF4G2;SNX5
HDSigDB_Mouse_2021	Differentially Expressed Genes In Hypothalamus/Thalamus Of HD Q175 Mice PMID26900923	4/398	4.998297e-01	8.905100e-01	0	0	1.095431e+00	7.596685e-01	CAR2;GJA1;FTH1;CRIP2
HDSigDB_Mouse_2021	Expression In The Heart Of Mbnl1 KO Myotonic Dystrophy Mice GSE39911	3/290	5.004599e-01	8.905100e-01	0	0	1.127823e+00	7.807101e-01	PLXND1;FASN;MMP9
HDSigDB_Mouse_2021	Cortex RNA M47 Module (Bisque4) PMID26900923	1/75	5.006679e-01	8.905100e-01	0	0	1.457835e+00	1.008548e+00	THBS3
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Vs Control iPSCs Before Differentiation GSE109534	1/75	5.006679e-01	8.905100e-01	0	0	1.457835e+00	1.008548e+00	EIF5A
HDSigDB_Mouse_2021	Genes Down-Regulated In HttQ74 Changed Genes Before Transgene Induction In PC12 Cells GSE10581	1/75	5.006679e-01	8.905100e-01	0	0	1.457835e+00	1.008548e+00	LGALS1
HDSigDB_Mouse_2021	Genes Up-Regulated In Myotonic Dystrophy 1 And 2 Markers In Human Skeletal Muscle E-D-7014	1/75	5.006679e-01	8.905100e-01	0	0	1.457835e+00	1.008548e+00	CNBP
HDSigDB_Mouse_2021	Liver RNA M4 Module (Yellow) PMID26900923	1/75	5.006679e-01	8.905100e-01	0	0	1.457835e+00	1.008548e+00	MYL7
HDSigDB_Mouse_2021	Markers Of Red Nucleus In Mesencephalon PMID22996553	2/182	5.006986e-01	8.905100e-01	0	0	1.198779e+00	8.292565e-01	CAR2;CRYAB
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia Markers In Human Blood GSE30933	4/399	5.017906e-01	8.905100e-01	0	0	1.092602e+00	7.534281e-01	LGALS1;ANXA2;ANXA5;ACTB
