Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Genes Up-Regulated In Htt-N171-82Q Changed Genes In Rat Striatal Neurons GSE1918	2/145	2.992928e-01	6.600418e-01	0	0	1.849721e+00	2.231379e+00	PMP22;VIM
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In VUB01 Vs VUB03 MPCs GSE7177	1/47	2.999527e-01	6.600418e-01	0	0	2.870000e+00	3.455854e+00	COX7B
HDSigDB_Mouse_2021	Genes Up-Regulated In OPCs Of zQ175DN Vs WT PMID32681824	1/47	2.999527e-01	6.600418e-01	0	0	2.870000e+00	3.455854e+00	FRMD5
HDSigDB_Mouse_2021	Genes Up-Regulated In iSPNs Of 3 Mon HdhQ170 Vs HdhQ20 PMID32681824	1/47	2.999527e-01	6.600418e-01	0	0	2.870000e+00	3.455854e+00	CYTB
HDSigDB_Mouse_2021	Up-regulated Genes In DCLK3<WT> Vs DCLK3<K543M> Overexpressing Neurons GSE104091	1/47	2.999527e-01	6.600418e-01	0	0	2.870000e+00	3.455854e+00	ZWINT
HDSigDB_Mouse_2021	CAG Length-Dependent Genes In 6 Mon Mouse Cortex PMID26900923	15/1698	3.006712e-01	6.608199e-01	0	0	1.190495e+00	1.430663e+00	CRABP2;RPS5;CPOX;CRIP2;RPL8;RPS26;TUBB5;PMP22;RPS20;PPIG;VIM;CALM2;MEST;CNNM3;MYH7
HDSigDB_Mouse_2021	Genes Changed In Foxp2/Olfm3-expressing Neurons Of R6/2 Vs WT PMID32681824	8/840	3.018205e-01	6.625416e-01	0	0	1.278712e+00	1.531798e+00	EEF1A1;YWHAE;FRMD5;MDK;CCDC58;SLC2A3;CALM2;MEST
HDSigDB_Mouse_2021	Genes Down-Regulated In Influence Of Hdac4 Reduction On Expression In 15 Wk WT Mice GSE38219	17/1950	3.025869e-01	6.631950e-01	0	0	1.175854e+00	1.405600e+00	RPL4;RPS9;PEG3;DHX8;BTF3L4;SLC2A1;SLC2A3;ZWINT;ETV5;DHODH;ZNHIT3;NCL;FTH1;PRDX1;NEDD4;CALM2;CNNM3
HDSigDB_Mouse_2021	Up-regulated Genes In Cerebellum Of 3 Wk ATXN2Q127 Mice E-MTAB-6293	5/484	3.028505e-01	6.631950e-01	0	0	1.384877e+00	1.654258e+00	TNFAIP8;NDUFAB1;RPL13;RAPGEF5;OSGEP
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Vs Normal GPCs GSE105041	16/1827	3.040787e-01	6.650803e-01	0	0	1.180473e+00	1.405317e+00	EIF5A;BEX1;DOCK8;WDR18;CRABP1;SLC2A3;DLK1;CDH5;CCND3;TRAPPC6A;PDF;CCDC85B;KDR;HOXD4;PRRT4;TRIM67
HDSigDB_Mouse_2021	Genes Changed In WT Treated With PLX3397 Vs Control GSE136158	25/2962	3.045357e-01	6.652331e-01	0	0	1.142511e+00	1.358408e+00	TNFAIP8;SPARC;BEX1;DOCK8;CRABP1;CRIP2;RASIP1;ACTB;UBB;FTH1;TRIM67;EIF5A;PEG3;WDR18;COPZ1;DHODH;FAM189B;ABI3;NDUFS4;ESAM;RPL29;PFN1;CALM2;DCTPP1;SNRPA
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs BG02 Cell Line GSE22651	31/3728	3.050816e-01	6.652331e-01	0	0	1.128645e+00	1.339900e+00	YWHAE;SPARC;BEX1;AHNAK;CRABP2;ARL6IP1;DOCK8;SLC2A3;FURIN;CRIP2;WDR89;ACTB;ZNHIT3;MDK;G3BP1;MEST;TMPO;ANXA2;KRT8;COPZ1;ZWINT;ETV5;RPS26;DRAP1;H19;ACTC1;ARMC10;NEDD4;VPS41;PMP22;VIM
HDSigDB_Mouse_2021	Down-regulated Genes In The Heart Of Dox Treated FRDAkd Vs WT Mice At 3 Wk GSE98790	1/48	3.052505e-01	6.652331e-01	0	0	2.808794e+00	3.332978e+00	ANO10
HDSigDB_Mouse_2021	Coexpressed Gene Module M15 From Mouse Brain PMID20616000	8/844	3.062748e-01	6.665955e-01	0	0	1.272326e+00	1.505508e+00	RRM1;NCL;CCDC58;CCNF;VPS41;TSR1;CDC25A;DLK1
HDSigDB_Mouse_2021	Down-regulated Genes In Striatum Of 6 Mon HD Q140 Mice Vs Q20 GSE78274	13/1457	3.066119e-01	6.665955e-01	0	0	1.200696e+00	1.419429e+00	EIF5A;COG4;WDR18;KRT8;SLC41A1;CRIP2;SENP3;ETV5;NCL;NDUFS4;CALM2;UBQLN4;MYH7
HDSigDB_Mouse_2021	Genes Changed By HSP90 Inhibitor In Quadriceps Of WT Mice GSE95602	2/148	3.076457e-01	6.678939e-01	0	0	1.811437e+00	2.135334e+00	HSPE1;MEST
HDSigDB_Mouse_2021	Locuses With Decreased DNA Methylation In Limbic Lobe Region Of HD Vs Control GSE72778	7/725	3.079467e-01	6.678939e-01	0	0	1.295236e+00	1.525566e+00	DHX8;CSNK2A1;NDUFS4;FLYWCH1;WDR89;COPZ1;OSGEP
HDSigDB_Mouse_2021	Mouse Indirect Spiny Projection Neuron Markers (Blue Genes) PMID30811995	3/258	3.090599e-01	6.694134e-01	0	0	1.557552e+00	1.828909e+00	TRAPPC6A;IGF2;CRIP2
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Ctip2 Null Vs WT Mouse Striatum GSE9330	4/372	3.093865e-01	6.694134e-01	0	0	1.440476e+00	1.689915e+00	CNN2;EEF1D;CRABP1;HSPE1
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Markers In Human Motor Cortex (HG-U133B) E-AFMX-6	2/149	3.104260e-01	6.700613e-01	0	0	1.799023e+00	2.104515e+00	YWHAE;ACTB
HDSigDB_Mouse_2021	Genes Up-Regulated In Astrocytes Of HdhQ50 Vs HdhQ20 PMID32681824	2/149	3.104260e-01	6.700613e-01	0	0	1.799023e+00	2.104515e+00	SLC2A3;CYTB
HDSigDB_Mouse_2021	Genes Changed In Mural Cells Of R6/2 Vs WT PMID32681824	3/259	3.111229e-01	6.707662e-01	0	0	1.551388e+00	1.811350e+00	SPARC;CYTB;RAPGEF5
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs Control Keratinocytes GSE22651	33/3996	3.115607e-01	6.709114e-01	0	0	1.121043e+00	1.307317e+00	SPARC;AHNAK;DOCK8;SLC2A1;FURIN;CRIP2;RASIP1;ACTB;CCND3;UBB;FTH1;RPL13;UBQLN4;EIF5A;ANXA2;CSNK2A1;ARG1;KRT8;AIG1;PDIA6;COPZ1;ETV5;DRAP1;H19;FAM189B;KRT18;TMEM54;EEF1D;NEDD4;MAN2B1;FLYWCH1;FKBP9;VIM
HDSigDB_Mouse_2021	Genes Down-Regulated In The Astrocytes Of R6/2 Mice Vs WT At 1 Month Old GSE124846	6/609	3.125023e-01	6.721397e-01	0	0	1.320707e+00	1.536172e+00	SPARC;ABI3;PMP22;SLC2A1;CRIP2;MYH7
HDSigDB_Mouse_2021	Mouse Microglial Cell Markers PMID30811995	7/730	3.139900e-01	6.743228e-01	0	0	1.285942e+00	1.489628e+00	SPARC;ABI3;SLC25A19;DOCK8;RPLP1;PMP22;CPOX
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs IPSY2-1MSC-Ips1 Cell Line GSE22651	22/2597	3.145369e-01	6.743228e-01	0	0	1.144060e+00	1.323281e+00	ACTR2;RPL41;TNFAIP8;ARL6IP1;HBA-X;HSPE1;AIG1;WDR89;ZWINT;ETV5;RPS26;PDF;ZNHIT3;SLC25A19;VPS41;IGF2BP1;RPL13;MCMBP;FLYWCH1;PFN1;EZH2;TMPO
HDSigDB_Mouse_2021	Expression In NSCs Lines HD180i.5 And HD60i.4 From HD Patients GSE37517	23/2724	3.146343e-01	6.743228e-01	0	0	1.140793e+00	1.319149e+00	TNFAIP8;AHNAK;CRABP2;PEG3;DOCK8;KRT8;SLC2A3;FURIN;PDIA6;RPS26;CNN2;H19;CCND3;ACTC1;HAND2;SPECC1L;NDUFS4;PMP22;KDR;GRB10;HOXD4;CALM2;TMPO
HDSigDB_Mouse_2021	Differentially Expressed Soluble Proteins In Striatum Of 5 Wk R6/2 Mice PXD004973	1/50	3.157269e-01	6.758647e-01	0	0	2.693878e+00	3.105711e+00	EEF1D
HDSigDB_Mouse_2021	Expression In Forebrain Of 4 Wk SCA1 Spinocerebellar Ataxia 1 Mice GSE2867	5/493	3.161486e-01	6.759682e-01	0	0	1.358705e+00	1.564607e+00	AHNAK;CSNK2A1;BTF3L4;ACTB;MYH7
HDSigDB_Mouse_2021	Synaptic Neuropil Transcriptome PMID22578497	22/2601	3.171898e-01	6.773948e-01	0	0	1.142021e+00	1.311331e+00	RPL4;ACTR2;RPL41;BEX1;ARL6IP1;CSNK2A1;ARG1;RPLP1;SLC2A3;CRIP2;SENP3;ACTB;EEF1A1;RPS26;SERBP1;G3BP1;RPL13;RPS20;CALM2;RPS21;UBQLN4;SNRPA
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In STHdhQ7/Q7 Cells Upon Heat Shock GSE38001	40/4910	3.179550e-01	6.782291e-01	0	0	1.108386e+00	1.270039e+00	TNFAIP8;SPARC;BEX1;AHNAK;DHX8;DOCK8;BTF3L4;SLC2A1;SLC41A1;SLC2A3;WDR89;ACTB;CNN2;CCND3;TUBB5;G3BP1;GRB10;ANO10;MCMBP;MEST;RRM1;CSNK2A1;WDR18;AIG1;ZWINT;ETV5;DHODH;FRMD5;KRT18;DKC1;NCL;HAND2;NEDD4;SERBP1;SPECC1L;VPS41;TSR1;MAN2B1;PPIG;PRRT4
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Huez2.3 Line NSCs Vs ESCs GSE34201	33/4010	3.193210e-01	6.797205e-01	0	0	1.116113e+00	1.274108e+00	YWHAE;SPARC;AHNAK;CRABP1;SLC2A1;CRIP2;ACTB;CDH5;CCND3;UBB;MDK;CCDC85B;GRB10;MEST;UBQLN4;TLE4;ACTR2;COG4;COPZ1;ETV5;DLK1;DRAP1;FAM189B;EEF1D;TSPAN18;NEDD4;NDUFS4;PMP22;MAN2B1;FLYWCH1;VIM;CALM2;EZH2
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In 9 Wk TIF-IA KO HD Mice GSE29647	4/378	3.196124e-01	6.797205e-01	0	0	1.416930e+00	1.616216e+00	ZNHIT3;CCDC58;VIM;TMPO
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs H9 Cell Line GSE22651	18/2099	3.198552e-01	6.797205e-01	0	0	1.155546e+00	1.317192e+00	EIF5A;SPARC;ARL6IP1;ANXA2;KRT8;SLC2A1;CRIP2;CDC25A;ACTB;COPZ1;ZWINT;CNN2;FAM189B;FRMD5;TUBB5;UBB;NEDD4;VIM
HDSigDB_Mouse_2021	Genes Down-Regulated In Mouse Brain Derived OPCs From P7 Vs E13.5 Mice PMID30078729	20/2352	3.201581e-01	6.797205e-01	0	0	1.146806e+00	1.306144e+00	TNFAIP8;AHNAK;CRABP2;ANXA2;CRABP1;HBA-X;CRIP2;CDC25A;DLK1;H19;TUBB5;MDK;TSPAN18;KDR;GRB10;IGF2BP1;HOXD4;VIM;MEST;EZH2
HDSigDB_Mouse_2021	Genes Changed In HDACi 106 Treated Vs Untreated Friedreich Ataxia Carrier Blood Cells GSE30933	17/1974	3.205447e-01	6.797205e-01	0	0	1.159878e+00	1.319632e+00	COX7B;SPARC;ARL6IP1;ANXA2;CCDC58;SLC2A3;CRIP2;PDIA6;DRAP1;ARMC10;NEDD4;NDUFAB1;PMP22;FLYWCH1;PPIG;CALM2;RPS21
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In SA01 Vs VUB03 MPCs GSE7177	1/51	3.209061e-01	6.797205e-01	0	0	2.639867e+00	3.000490e+00	RPS26
HDSigDB_Mouse_2021	Genes Changed In Astrocytes Of HdhQ50 Vs HdhQ20 PMID32681824	2/154	3.242915e-01	6.851089e-01	0	0	1.739403e+00	1.958763e+00	SLC2A3;CYTB
HDSigDB_Mouse_2021	Genes Up-Regulated In Ume1 Suppressor Deletion In Htt103Q Yeasts Vs Control Htt25Q Strain GSE18644	2/154	3.242915e-01	6.851089e-01	0	0	1.739403e+00	1.958763e+00	EIF5A;ARG1
HDSigDB_Mouse_2021	HD Grade 0 Markers In Human Frontal Lobe BA4 (HG-U133A) GSE3790	4/381	3.247362e-01	6.851089e-01	0	0	1.405439e+00	1.580756e+00	TLE4;CSNK2A1;SLC2A3;SENP3
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Cerebellum Of 12 Mon Ataxin-2 KO Spinocerebellar Ataxia 2 Mice GSE55177	16/1854	3.249633e-01	6.851089e-01	0	0	1.161391e+00	1.305454e+00	SPARC;AHNAK;COG4;DOCK8;IGF2;OSGEP;CCND3;TRAPPC6A;ABI3;EEF1D;PRDX1;NEDD4;IGF2BP1;RPS21;PRRT4;TMPO
HDSigDB_Mouse_2021	HD-specific Set Of Genes (Cluster 6) PMID28499347	1/52	3.260464e-01	6.865931e-01	0	0	2.587974e+00	2.900383e+00	PRRT4
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Markers In hNSCs GSE34201	2/156	3.298188e-01	6.933053e-01	0	0	1.716639e+00	1.904116e+00	BEX1;CRABP1
HDSigDB_Mouse_2021	Expression In HSALR 20B Myotonic Dystrophy Mice Treated With ASO 445236 Vs Untreated HSALR 20B Mice GSE38962	6/623	3.311375e-01	6.933053e-01	0	0	1.289800e+00	1.425515e+00	FAM189B;CSRP3;ACTC1;AHNAK;NCL;MAN2B1
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Grade 0 Markers In Human Frontal Lobe BA4 (HG-U133B) GSE3790	1/53	3.311480e-01	6.933053e-01	0	0	2.538077e+00	2.805057e+00	FLYWCH1
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In PC12 Cells With AR112Q Upon Ligand Stimulation GSE50383	1/53	3.311480e-01	6.933053e-01	0	0	2.538077e+00	2.805057e+00	KRT18
HDSigDB_Mouse_2021	Hdac5 Interactome In Whole Brain Of Q20 And Q140 HD Mice PMID31040226	1/53	3.311480e-01	6.933053e-01	0	0	2.538077e+00	2.805057e+00	PFN1
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs IMR90 Cell Line GSE22651	34/4164	3.333845e-01	6.971817e-01	0	0	1.106033e+00	1.214931e+00	TNFAIP8;SPARC;AHNAK;SLC2A1;FURIN;CRIP2;ACTB;CNN2;CCND3;TUBB5;FTH1;GRB10;ANO10;MEST;TLE4;ANXA2;RPL22;IGF2;VEGFB;PDIA6;COPZ1;ETV5;RPS26;DRAP1;FAM189B;TMEM54;EEF1D;NEDD4;VPS41;PMP22;MAN2B1;FLYWCH1;FKBP9;VIM
HDSigDB_Mouse_2021	Rostral And Caudal Serotonergic Neuron-Enriched Genes PMID20071532	3/271	3.358984e-01	6.990569e-01	0	0	1.481016e+00	1.615709e+00	PEG3;GRB10;ZWINT
HDSigDB_Mouse_2021	CA3 Hippocampal Region Changed Genes PMID15084669	1/54	3.362113e-01	6.990569e-01	0	0	2.490063e+00	2.714207e+00	BEX1
HDSigDB_Mouse_2021	Genes Changed In The Heart Of Dox Treated FRDAkd Mice After 4 Wk Rescue Vs WT Mice GSE98790	1/54	3.362113e-01	6.990569e-01	0	0	2.490063e+00	2.714207e+00	ANO10
HDSigDB_Mouse_2021	Genes Changed In The Liver Of zQ175 KI Mice Vs WT GSE123657	1/54	3.362113e-01	6.990569e-01	0	0	2.490063e+00	2.714207e+00	AHNAK
HDSigDB_Mouse_2021	Striatum Protein Module pM23 (Darkturquoise) PMID26900923	1/54	3.362113e-01	6.990569e-01	0	0	2.490063e+00	2.714207e+00	SLC25A19
HDSigDB_Mouse_2021	Down-regulated Genes In CD40L Activated Microglia PMID16182406	4/388	3.367130e-01	6.992973e-01	0	0	1.379323e+00	1.501426e+00	TNFAIP8;VPS41;SLC2A1;TMPO
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellum Of 10 Mon HD Q175 Mice Vs Q20 GSE73468	16/1870	3.375199e-01	7.001701e-01	0	0	1.150346e+00	1.249426e+00	SPARC;CRABP2;COG4;IGF2;SLC41A1;SENP3;DLK1;CDH5;H19;FRMD5;MDK;CBS;FTH1;TSPAN18;PMP22;RAPGEF5
HDSigDB_Mouse_2021	Up-regulated Genes In Pons Of ATXN3-dupKI HET Mice GSE117605	2/159	3.380865e-01	7.005431e-01	0	0	1.683581e+00	1.825765e+00	CPOX;FKBP9
HDSigDB_Mouse_2021	Friedreich Ataxia iPSCs Expression Vs HSF6 Cell Line GSE22651	35/4306	3.405653e-01	7.048728e-01	0	0	1.100505e+00	1.185408e+00	YWHAE;COX7B;SPARC;CRABP2;DOCK8;RPLP1;RASIP1;ACTB;CNN2;CCND3;TUBB5;ZNHIT3;MDK;PRDX1;KDR;IGF2BP1;RPL13;MCMBP;TMPO;RPL41;ANXA2;KRT8;CDC25A;ZWINT;ETV5;DLK1;RPS26;H19;MYL7;ACTC1;ARMC10;DKC1;RPS20;VIM;EZH2
HDSigDB_Mouse_2021	Genes Up-Regulated In Influence Of Hdac4 Reduction On Expression In 9 Wk WT Mice GSE38218	2/161	3.435816e-01	7.094941e-01	0	0	1.662235e+00	1.775816e+00	TMPO;TRIM67
HDSigDB_Mouse_2021	Genes Up-Regulated In The Cortex Of zQ175 KI Mice Vs WT GSE123657	2/161	3.435816e-01	7.094941e-01	0	0	1.662235e+00	1.775816e+00	TUBB5;BEX1
HDSigDB_Mouse_2021	Genes Changed In Foxp2/Olfm3-expressing Neurons Of zQ175DN Vs WT PMID32681824	6/633	3.445390e-01	7.106607e-01	0	0	1.268570e+00	1.351722e+00	TLE4;FRMD5;CALM2;MEST;ACTB;ETV5
HDSigDB_Mouse_2021	Genes Down-Regulated In Cerebellum Of 18 Week Old Atxn 1 154Q/2Q Mice Treated With ASO Vs Vehicle GSE114674	4/393	3.452808e-01	7.108971e-01	0	0	1.361244e+00	1.447543e+00	TLE4;DOCK8;MAN2B1;ZWINT
HDSigDB_Mouse_2021	Expression In Mesencephalon Of 6 Mon Ataxin-2 KO Spinocerebellar Ataxia 2 Mice GSE55177	5/513	3.459466e-01	7.108971e-01	0	0	1.303864e+00	1.384014e+00	RPS9;TRAPPC6A;RPA3;PRRT4;DLK1
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Mesencephalon Of 6 Mon Ataxin-2 KO Spinocerebellar Ataxia 2 Mice GSE55177	3/276	3.462167e-01	7.108971e-01	0	0	1.453519e+00	1.541734e+00	TRAPPC6A;RPA3;PRRT4
HDSigDB_Mouse_2021	HD Grade 2 Markers In Human Cerebellum (HG-U133A) GSE3790	1/56	3.462238e-01	7.108971e-01	0	0	2.399273e+00	2.544836e+00	ETV5
HDSigDB_Mouse_2021	Genes Up-Regulated In Astrocytes Of HdhQ170 Vs HdhQ20 PMID32681824	5/514	3.474429e-01	7.125924e-01	0	0	1.301235e+00	1.375607e+00	NCL;NEDD4;SLC2A3;CYTB;RAPGEF5
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Normal iPSCs-derived Neurons Vs iPSCs GSE65399	21/2519	3.479822e-01	7.128912e-01	0	0	1.122039e+00	1.184429e+00	TLE4;ACTR2;SPARC;BEX1;CRABP1;CRIP2;COPZ1;DLK1;TUBB5;MDK;FTH1;TSPAN18;VPS41;PMP22;GRB10;FLYWCH1;VIM;CALM2;MEST;UBQLN4;EZH2
HDSigDB_Mouse_2021	Down-regulated Genes In Friedreich Ataxia Vs Control Fibroblasts GSE104288	5/515	3.489396e-01	7.134512e-01	0	0	1.298617e+00	1.367257e+00	BEX1;CBS;HAND2;KRT8;CRIP2
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Grade 3 Markers In Human Frontal Lobe BA4 (HG-U133B) GSE3790	2/163	3.490623e-01	7.134512e-01	0	0	1.641419e+00	1.727601e+00	SERBP1;UBQLN4
HDSigDB_Mouse_2021	Changes In DNA Methylation In Limbic Lobe Region Of HD Vs Control GSE72778	7/759	3.494374e-01	7.134512e-01	0	0	1.234477e+00	1.297967e+00	DHX8;CSNK2A1;NDUFS4;FLYWCH1;WDR89;COPZ1;OSGEP
HDSigDB_Mouse_2021	Role Of Sirtuin1 And PGC1-alpha In Oxidative Stress In HD CHDI120	1/57	3.511736e-01	7.160017e-01	0	0	2.356310e+00	2.465818e+00	PRDX1
HDSigDB_Mouse_2021	HD Grade 2 Markers In Human Frontal Lobe (HG-U133A) GSE3790	2/164	3.517971e-01	7.160017e-01	0	0	1.631204e+00	1.704120e+00	YWHAE;PEG3
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Markers In Human Blood GSE1751	13/1509	3.518727e-01	7.160017e-01	0	0	1.155686e+00	1.207097e+00	DHX8;WDR18;VEGFB;CDC25A;DHODH;CSRP3;DKC1;EEF1D;CCDC85B;HAND2;SPECC1L;PFN1;CALM2
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Markers In hESCs GSE34201	3/279	3.524017e-01	7.162732e-01	0	0	1.437500e+00	1.499289e+00	UBB;MEST;ETV5
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In HDACi 4B Vs Vehicle Treated Friedreich Ataxia Patient Blood Cells GSE30933	5/518	3.534322e-01	7.175625e-01	0	0	1.290822e+00	1.342537e+00	DRAP1;ARMC10;MAN2B1;PDIA6;RPS21
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia Markers In Human Blood GSE30933	4/399	3.555696e-01	7.210936e-01	0	0	1.340153e+00	1.385764e+00	ANXA2;SLC25A19;PMP22;ACTB
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Retina Of 9 Wk R7E Spinocerebellar Ataxia 7 Mice GSE3634	3/281	3.565216e-01	7.213407e-01	0	0	1.427012e+00	1.471764e+00	TLE4;ARL6IP1;PDIA6
HDSigDB_Mouse_2021	Genes Up-Regulated In HDACi-9b Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933	6/642	3.566485e-01	7.213407e-01	0	0	1.250033e+00	1.288789e+00	CNN2;EIF5A;SLC25A19;PMP22;ANO10;FLYWCH1
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Grade 2 Markers In Human Frontal Lobe BA4 (HG-U133A) GSE3790	2/166	3.572548e-01	7.213407e-01	0	0	1.611147e+00	1.658364e+00	AHNAK;G3BP1
HDSigDB_Mouse_2021	Genes Up-Regulated In iSPNs Of HD Patients Vs Control PMID32681824	4/400	3.572847e-01	7.213407e-01	0	0	1.336700e+00	1.375762e+00	CCND3;CCDC85B;CYTB;RAPGEF5
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In Forebrain Of 4 Wk SCA1 Spinocerebellar Ataxia 1 Mice GSE2867	3/282	3.585804e-01	7.223460e-01	0	0	1.421825e+00	1.458227e+00	CSNK2A1;BTF3L4;MYH7
HDSigDB_Mouse_2021	Up-regulated Proteins In Striatum Of 6 Mon HD Q175 Mice Vs Q20 PXD006302	3/282	3.585804e-01	7.223460e-01	0	0	1.421825e+00	1.458227e+00	CPOX;VIM;CNNM3
HDSigDB_Mouse_2021	Up-regulated Genes In Pons Of YAC15Q Tg(hATXN3) Mice GSE117605	2/167	3.599775e-01	7.235508e-01	0	0	1.601302e+00	1.636072e+00	CPOX;FKBP9
HDSigDB_Mouse_2021	Up-regulated Proteins In Striatum Of 10 Mon HD Q175 Mice Vs Q20 PXD006302	2/167	3.599775e-01	7.235508e-01	0	0	1.601302e+00	1.636072e+00	VIM;DHODH
HDSigDB_Mouse_2021	Genes Changed In Vehicle Treated Vs Untreated Friedreich Ataxia Patient Blood Cells GSE30933	3/283	3.606383e-01	7.239226e-01	0	0	1.416675e+00	1.444838e+00	COG4;ANO10;PPIG
HDSigDB_Mouse_2021	Changed Genes In DCLK3<WT> Vs DCLK3<K543M> Overexpressing Neurons GSE104091	1/59	3.609620e-01	7.239226e-01	0	0	2.274828e+00	2.318010e+00	ZWINT
HDSigDB_Mouse_2021	Genes Down-Regulated In CAG Length-Dependent Genes In 10 Mon Mouse Striatum PMID26900923	23/2795	3.616804e-01	7.245610e-01	0	0	1.106971e+00	1.125783e+00	SNORD15B;SPARC;AHNAK;CRABP2;ARG1;DOCK8;IGF2;SLC41A1;CRIP2;SENP3;ETV5;DLK1;CDH5;MDK;CBS;FTH1;PMP22;ESAM;CALM2;PRRT4;UBQLN4;EZH2;MYH7
HDSigDB_Mouse_2021	Microglia (Type 1) Gene Module From Human Brain PMID20616000	2/168	3.626961e-01	7.249919e-01	0	0	1.591574e+00	1.614159e+00	MAN2B1;PFN1
HDSigDB_Mouse_2021	Proteins Depleted In HD Patient iPSC-derived Neurons Vs Control iPSC-derived Neurons PMID30768179	2/168	3.626961e-01	7.249919e-01	0	0	1.591574e+00	1.614159e+00	SLC2A1;SLC2A3
HDSigDB_Mouse_2021	CA3 Overexpressed Genes Compared To CA1 Newrzella PMID17937787	5/525	3.639260e-01	7.262844e-01	0	0	1.272985e+00	1.286739e+00	TLE4;UBB;CBS;DOCK8;NDUFS4
HDSigDB_Mouse_2021	Up-regulated Soluble Proteins In Cerebellum Of 12 Wk R6/2 Mice PXD004973	4/404	3.641448e-01	7.262844e-01	0	0	1.323061e+00	1.336561e+00	DKC1;NCL;PRDX1;MYH7
HDSigDB_Mouse_2021	Genes Down-Regulated In Influence Of Hdac4 Reduction On Expression In 9 Wk WT Mice GSE38218	1/60	3.658010e-01	7.287850e-01	0	0	2.236158e+00	2.248828e+00	SLC2A3
HDSigDB_Mouse_2021	Genes Down-Regulated Upon DOC Treatment In HdhQ111 Striatal Cells Vs HdhQ7 GSE98739	33/4094	3.671531e-01	7.291288e-01	0	0	1.087242e+00	1.089390e+00	SPARC;BEX1;DOCK8;CRABP1;CCNF;SLC2A1;SLC2A3;CRIP2;CDH5;ZNHIT3;CCDC85B;G3BP1;KDR;EIF5A;RRM1;PEG3;WDR18;CCDC58;KRT8;AIG1;PDIA6;CDC25A;ETV5;DKC1;ABI3;EEF1D;NCL;HAND2;TSR1;VIM;CYTB;CALM2;PRRT4
HDSigDB_Mouse_2021	Suz12 Bound Genes PMID16630818	15/1780	3.671752e-01	7.291288e-01	0	0	1.130062e+00	1.132227e+00	ARL6IP1;CRABP1;ETV5;DLK1;CCND3;ACTC1;HAND2;PMP22;GRB10;MCMBP;TSR1;ESAM;HOXD4;MEST;EZH2
HDSigDB_Mouse_2021	Differentially Expressed Genes In Friedreich Ataxia Vs Control Fibroblasts GSE104288	14/1653	3.671814e-01	7.291288e-01	0	0	1.135373e+00	1.137529e+00	BEX1;ARL6IP1;CCNF;KRT8;VEGFB;CRIP2;CDC25A;ZWINT;ETV5;CDH5;TUBB5;CBS;HAND2;KDR
HDSigDB_Mouse_2021	Genes Changed In HD Vs Normal GPCs GSE105041	23/2804	3.677648e-01	7.294875e-01	0	0	1.102807e+00	1.103151e+00	EIF5A;TNFAIP8;RRM1;BEX1;DOCK8;WDR18;CRABP1;SLC2A3;DLK1;RPS26;CDH5;CCND3;TRAPPC6A;TUBB5;PDF;CCDC85B;RPA3;KDR;HOXD4;PRRT4;EZH2;TMPO;TRIM67
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In The Heart Of Mice Inducibly Expressing Celf1 For 12 H GSE56185	3/287	3.688604e-01	7.308601e-01	0	0	1.396436e+00	1.392717e+00	COX7B;CCDC58;EZH2
