,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
913,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In The Heart Of Mice Inducibly Expressing Celf1 For 12 H GSE56185,3/287,0.3688603702160287,0.7308600989728973,0,0,1.396436048724781,1.392717489017896,COX7B;CCDC58;EZH2
914,HDSigDB_Mouse_2021,Regulation Of Intrinsic Membrane Properties And Excitability Of Striatonigral Medium Spiny Neurons In HD CHDI116,1/61,0.3706035664725191,0.7327107629713233,0,0,2.198777777777778,2.1825559465852455,CALM2
915,HDSigDB_Mouse_2021,Up-regulated Genes In Blood From The 75 Wk Vs 40 Wk MJD84.2 Mice GSE108069,1/61,0.3706035664725191,0.7327107629713233,0,0,2.198777777777778,2.1825559465852455,HOXD4
916,HDSigDB_Mouse_2021,Genes Changed In Cerebellum Of 18 Week Old Atxn 1 154Q/2Q Mice Treated With ASO Vs Vehicle GSE114674,7/777,0.3716812055888918,0.7337172399377752,0,0,1.2044823232323232,1.1920987590335328,TLE4;DOCK8;KDR;MAN2B1;CALM2;ZWINT;ETV5
917,HDSigDB_Mouse_2021,Differentially Expressed Proteins In Striatum Of 6 Mon HD Q175 Mice Vs Q20 PXD006302,6/654,0.3728432850337064,0.7337172399377752,0,0,1.226117496807152,1.209683960463492,DHX8;CPOX;CRIP2;VIM;PDIA6;CNNM3
918,HDSigDB_Mouse_2021,Genes Changed In Cerebellum Of 3 Wk ATXN2Q127 Mice E-MTAB-6293,5/531,0.3729281205643227,0.7337172399377752,0,0,1.2580733371529766,1.2409252744234849,TNFAIP8;NDUFAB1;RPL13;RAPGEF5;OSGEP
919,HDSigDB_Mouse_2021,Coexpressed Gene Module M11A From Cerebral Cortex PMID18849986,2/172,0.3735269112785137,0.7337172399377752,0,0,1.5538097118041847,1.5301377710565038,PPIG;CALM2
920,HDSigDB_Mouse_2021,Expression In VUB01 Vs VUB03 MPCs GSE7177,2/172,0.3735269112785137,0.7337172399377752,0,0,1.5538097118041847,1.5301377710565038,RPS26;COX7B
921,HDSigDB_Mouse_2021,Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs BG03 Cell Line GSE22651,20/2427,0.3735435092339197,0.7337172399377752,0,0,1.1063152319729035,1.0894116098896276,TLE4;CRABP2;ARL6IP1;WDR18;RPLP1;BTF3L4;HSPE1;ETV5;TRAPPC6A;PDF;ZNHIT3;MDK;SLC25A19;VPS41;KDR;GRB10;RPL13;RPS20;PPIG;CALM2
922,HDSigDB_Mouse_2021,HD Markers In hESCs GSE34201,5/532,0.3744287861873794,0.734659297708932,0,0,1.2556211172051674,1.233463988947603,H19;ACTC1;UBB;MEST;ETV5
923,HDSigDB_Mouse_2021,Genes Down-Regulated In NLS144 Changed Genes In Cerebellum Of S25 HD Mice GSE3248,1/62,0.3753700389044992,0.7349136653578899,0,0,2.162622950819672,2.119030893256287,PDIA6
924,HDSigDB_Mouse_2021,Genes Up-Regulated In Foxp1-induced Expression In Mouse Striatal Cells GSE31560,1/62,0.3753700389044992,0.7349136653578899,0,0,2.162622950819672,2.119030893256287,ACTB
925,HDSigDB_Mouse_2021,Up-regulated Soluble Proteins In Striatum Of 8 Wk R6/2 Mice PXD004973,9/1031,0.3763521960929333,0.7354099864269045,0,0,1.1675739367713127,1.1409881407815012,EIF5A;BEX1;PDF;ZNHIT3;PRDX1;NEDD4;HSPE1;AIG1;PFN1
926,HDSigDB_Mouse_2021,Expression In PC12 Cells With nonSUMOylatable AR112Q (KRKR) Upon Ligand Stimulation GSE50383,3/291,0.377064615780991,0.7354099864269045,0,0,1.376759572072072,1.342806907174661,RPL4;KRT18;HAND2
927,HDSigDB_Mouse_2021,Myotonic Dystrophy 1 And 2 Markers In Human Skeletal Muscle E-D-7014,3/291,0.377064615780991,0.7354099864269045,0,0,1.376759572072072,1.342806907174661,SERBP1;PMP22;CALM2
928,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Striatum Of 11 Mon BACHD-deltaN17 HD Mice GSE64386,11/1284,0.3772478616182188,0.7354099864269045,0,0,1.1465379867579395,1.1177058236706614,TLE4;FAM189B;TRAPPC6A;MDK;CCDC85B;VEGFB;SENP3;UBQLN4;OSGEP;ETV5;EZH2
929,HDSigDB_Mouse_2021,Expression In Cerebrum Of 18 Wk R6/1 HD Mice GSE3621,4/412,0.3778566822866095,0.7358047866893008,0,0,1.2965853007869814,1.2618890705455938,CRIP2;VIM;ETV5;MYH7
930,HDSigDB_Mouse_2021,Down-regulated Genes In Control NPCs Vs HD NPCs GSE93767,18/2177,0.378321543184864,0.7359187053789352,0,0,1.108909373944356,1.0778718894786747,EIF5A;CRABP2;ANXA2;DHX8;RPLP1;VEGFB;AIG1;RPL8;ETV5;TRAPPC6A;ACTC1;ZNHIT3;MDK;NEDD4;PMP22;MAN2B1;RAPGEF5;PRRT4
931,HDSigDB_Mouse_2021,Influence Of Hdac4 Reduction On Expression In 9 Wk R6/2 HD Mice GSE38218,7/783,0.3791202915064713,0.7362163423157129,0,0,1.1947934564719358,1.1588322433164369,EIF5A;TRAPPC6A;TUBB5;SLC25A19;NEDD4;SPECC1L;VPS41
932,HDSigDB_Mouse_2021,ATN1-HTT Shared Co-Expressed Genes In HD-associated Brain Region PMID29249939,1/63,0.3801006516097137,0.7362163423157129,0,0,2.1276344086021504,2.058101589930585,YWHAE
933,HDSigDB_Mouse_2021,Genes Changed Upon Heat Shock In Quadriceps Of R6/2 Mice GSE95602,1/63,0.3801006516097137,0.7362163423157129,0,0,2.1276344086021504,2.058101589930585,RAPGEF5
934,HDSigDB_Mouse_2021,Golgi Network Protein Composition PMID16615899,1/63,0.3801006516097137,0.7362163423157129,0,0,2.1276344086021504,2.058101589930585,COPZ1
935,HDSigDB_Mouse_2021,Genes Down-Regulated In Mouse Granule Cells Vs Basket Cells GSE101914,7/786,0.3828428663088977,0.7366437241943912,0,0,1.1900049921551847,1.1425602603373852,PEG3;SLC25A19;NCL;G3BP1;MCMBP;CDC25A;TRIM67
936,HDSigDB_Mouse_2021,Genes Down-Regulated In Genes Changed In HDACi 4B Vs Vehicle Treated Healthy Donor Blood Cells GSE30933,4/415,0.3829931508720968,0.7366437241943912,0,0,1.2869225549100418,1.235108701386877,ARMC10;PDIA6;RPS21;ACTB
937,HDSigDB_Mouse_2021,Genes Down-Regulated In Pons Of 28 Week Old Atxn 1 154Q/2Q KI Mice Treated With ASO Vs Vehicle GSE114674,3/294,0.3832041866247893,0.7366437241943912,0,0,1.362357202563388,1.3067557370005514,DKC1;NCL;BTF3L4
938,HDSigDB_Mouse_2021,Genes Up-Regulated In Loxapine Treated STHdhQ111 Vs Control GSE129143,9/1038,0.3839325466882956,0.7366437241943912,0,0,1.159200098550487,1.1096888093487625,EIF5A;FRMD5;KRT18;SLC2A1;TSR1;AIG1;PDIA6;ZWINT;ETV5
939,HDSigDB_Mouse_2021,Genes Up-Regulated In HD Grade 2 Markers In Human Caudate Nucleus (HG-U133A) GSE3790,7/787,0.3840840892270321,0.7366437241943912,0,0,1.1884170227920228,1.1371888429013193,SPARC;AHNAK;ANXA2;EEF1D;SERBP1;G3BP1;VIM
940,HDSigDB_Mouse_2021,Genes Down-Regulated In Cerebellum Of WT Mice Compared To Atxn1[82Q] KI Mice GSE114815,14/1673,0.3844053680604318,0.7366437241943912,0,0,1.120453355508331,1.0712179876669503,TLE4;BEX1;AHNAK;PEG3;DOCK8;SLC41A1;ZWINT;MDK;CBS;FTH1;GRB10;MAN2B1;RPL29;TMPO
941,HDSigDB_Mouse_2021,Aged Astrocyte-Enriched Genes In Mouse Cortex PMID23954174,4/416,0.3847043934004761,0.7366437241943912,0,0,1.2837329106399842,1.2263244377281557,EEF1A1;ZNHIT3;SERBP1;RAPGEF5
942,HDSigDB_Mouse_2021,Genes Up-Regulated In The Cortex Of zQ175 Neo- Mice Vs WT GSE123657,4/416,0.3847043934004761,0.7366437241943912,0,0,1.2837329106399842,1.2263244377281557,EEF1A1;BEX1;CPOX;CNNM3
943,HDSigDB_Mouse_2021,Bcl11b Up-Regulated Genes In Mouse Striatal Cells GSE31096,1/64,0.384795672605132,0.7366437241943912,0,0,2.093756613756614,1.9996271916558668,CBS
944,HDSigDB_Mouse_2021,Liver RNA M46 Module (Brown4) PMID26900923,1/64,0.384795672605132,0.7366437241943912,0,0,2.093756613756614,1.9996271916558668,CSRP3
945,HDSigDB_Mouse_2021,Up-regulated Genes In The Heart Of Dox Treated FRDAkd Mice After 8 Wk Rescue Vs Not Rescued Mice GSE98790,1/64,0.384795672605132,0.7366437241943912,0,0,2.093756613756614,1.9996271916558668,ANO10
946,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Frontal Lobe Of Mbnl KO Myotonic Dystrophy Mice GSE68890,4/418,0.3881253247852171,0.7422333296578967,0,0,1.2773998488284202,1.2089656933004258,RPS9;COG4;CRIP2;AIG1
947,HDSigDB_Mouse_2021,Mouse Cerebellum Mature Oligodendrocyte And Progenitor Cell Markers PMID19013282,25/3093,0.3885528370844708,0.7422670759071485,0,0,1.0852553755096128,1.0259202485976713,BTF3L4;CPOX;OSGEP;CNN2;CCND3;PRDX1;IGF2BP1;RPL13;ANO10;TLE4;CCDC58;RPL22;HSPE1;ZWINT;DRAP1;FRMD5;TRAPPC6A;EEF1D;RPA3;PMP22;MAN2B1;FKBP9;CALM2;RPS21;DCTPP1
948,HDSigDB_Mouse_2021,Markers Of Raphe Nuclei Of Medulla In Myelencephalon PMID22996553,1/65,0.3894553679117841,0.7427633312760125,0,0,2.0609375,1.9434764454302629,DLK1
949,HDSigDB_Mouse_2021,Differentially Expressed Genes In Striatum Of HdhQ111 Mice GSE64478,2/178,0.3896328905092279,0.7427633312760125,0,0,1.5003813300793167,1.4141848571048403,ANXA2;KDR
950,HDSigDB_Mouse_2021,Genes Down-Regulated In HDACi-106 Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933,16/1936,0.3903944548499912,0.743432552821592,0,0,1.1067283950617284,1.0409861035778027,TLE4;ACTR2;COX7B;ARL6IP1;DOCK8;CCDC58;SLC2A3;CNN2;ZNHIT3;SERBP1;SPECC1L;G3BP1;NDUFAB1;MCMBP;PPIG;CALM2
951,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In PC12 Cells With nonSUMOylatable AR112Q (KRKR) Upon Ligand Stimulation GSE50383,2/179,0.3922998171307921,0.744730509920256,0,0,1.4918287642664847,1.3959472765111305,RPL4;KRT18
952,HDSigDB_Mouse_2021,Striatum RNA M23 Module (Darkturquoise) PMID26900923,2/179,0.3922998171307921,0.744730509920256,0,0,1.4918287642664847,1.3959472765111305,ACTR2;HSPE1
953,HDSigDB_Mouse_2021,Genes Changed In Ciliated Ependymal Cells Of HD Patients Vs Control PMID32681824,23/2840,0.392309721956888,0.744730509920256,0,0,1.0864172878949236,1.0165646153280714,RPL41;COX7B;SPARC;AHNAK;ANXA2;RPLP1;ACTB;EEF1A1;CCND3;FRMD5;UBB;EEF1D;NCL;FTH1;PRDX1;RPA3;NEDD4;NDUFS4;GRB10;RPL13;ANO10;VIM;RPL29
954,HDSigDB_Mouse_2021,Striatum Protein Module pM27 (White) PMID26900923,1/66,0.3940800014682162,0.747307730532921,0,0,2.029128205128205,1.8895269054413928,CRIP2
955,HDSigDB_Mouse_2021,Up-regulated Genes In Hippocampus Of HD Q175 Mice PMID26900923,4/422,0.3949601306880702,0.7481933019624427,0,0,1.2649155355922272,1.1750691595506388,FRMD5;TUBB5;CPOX;AIG1
956,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Grade 2 Markers In Human Frontal Lobe BA4 (HG-U133B) GSE3790,1/67,0.3986698354941925,0.7542852563375344,0,0,1.998282828282828,1.8376642208671576,ACTB
957,HDSigDB_Mouse_2021,Genes Down-Regulated In Cyproheptadine Treated STHdhQ111 Vs Control GSE129143,18/2204,0.3990089870631463,0.7542852563375344,0,0,1.0935412639558642,1.0047143706564623,TLE4;YWHAE;AHNAK;ANXA2;COG4;SLC41A1;FURIN;CRIP2;CNN2;FAM189B;CCND3;TUBB5;NEDD4;VPS41;GRB10;VIM;MEST;TMPO
958,HDSigDB_Mouse_2021,Definite Astrocyte-Enriched Genes PMID18171944,2/182,0.4002692352179068,0.7558786079036801,0,0,1.4667412378821776,1.342974488439802,TNFAIP8;CBS
959,HDSigDB_Mouse_2021,Genes Up-Regulated In Influence Of Hdac4 Reduction On Expression In 9 Wk R6/2 HD Mice GSE38218,4/426,0.4017839481115393,0.757948677114581,0,0,1.2526678918012704,1.14223366421609,EIF5A;TRAPPC6A;TUBB5;SLC25A19
960,HDSigDB_Mouse_2021,Differentially Expressed Genes In Control NPCs Vs HD NPCs GSE93767,33/4155,0.4029590574564345,0.7590859776109719,0,0,1.0670132978067255,0.969830064456148,BEX1;CRABP2;DHX8;RPLP1;CRABP1;SLC2A1;CRIP2;RPL8;CNN2;CCND3;ZNHIT3;MDK;CBS;GRB10;TMPO;TRIM67;EIF5A;ANXA2;CCDC58;VEGFB;AIG1;ZWINT;ETV5;DLK1;RPS26;TRAPPC6A;ACTC1;NEDD4;PMP22;MAN2B1;RAPGEF5;PRRT4;MYH7
961,HDSigDB_Mouse_2021,HD Markers In Human Motor Cortex (HG-U133A) E-AFMX-6,1/68,0.4032251300175344,0.7590859776109719,0,0,1.968358208955224,1.7877814948129414,ACTB
962,HDSigDB_Mouse_2021,Locuses With Decreased DNA Methylation In Frontal Lobe Region Of HD Vs Control GSE72778,2/184,0.4055553244911466,0.7620873470307875,0,0,1.4504756987978464,1.309051387464169,SERBP1;OSGEP
963,HDSigDB_Mouse_2021,Genes Changed In iSPNs Of 6 Mon HdhQ111 Vs HdhQ20 PMID32681824,12/1441,0.4056610726326224,0.7620873470307875,0,0,1.1128172339665008,1.0040251770494752,EIF5A;SPARC;CBS;COG4;WDR18;SLC2A1;CRIP2;FLYWCH1;CYTB;PFN1;RPL8;UBQLN4
964,HDSigDB_Mouse_2021,Genes Changed In Microglial Cells Of zQ175DN Vs WT PMID32681824,1/69,0.4077461432253011,0.7644594380142221,0,0,1.939313725490196,1.7397786985632755,CCND3
965,HDSigDB_Mouse_2021,Differentially Expressed Genes In Cortex Of 10 Mon HD Q140 Mice Vs Q20 GSE78272,6/680,0.407996150874786,0.7644594380142221,0,0,1.177222961219687,1.0553774872968542,CRABP2;UBB;FLYWCH1;PPIG;VIM;ZWINT
966,HDSigDB_Mouse_2021,Striatum Protein Module pM19 (Lightyellow) PMID26900923,2/185,0.4081901030147724,0.7644594380142221,0,0,1.442476253346536,1.2924908531935184,YWHAE;TMPO
967,HDSigDB_Mouse_2021,Genes Up-Regulated In HD Vs Control iPSCs After 100 D Of Differentiation GSE109534,2/186,0.4108192809558985,0.7685885514577812,0,0,1.4345637583892616,1.2761905976332573,CCNF;RPL8
968,HDSigDB_Mouse_2021,Cortex RNA M48 Module (Darkslateblue) PMID26900923,1/70,0.4122331314537376,0.7692794091804421,0,0,1.9111111111111112,1.6935621411036894,TMPO
969,HDSigDB_Mouse_2021,Microglia (Type 1) Gene Module From Mouse Brain PMID20616000,1/70,0.4122331314537376,0.7692794091804421,0,0,1.9111111111111112,1.6935621411036894,MYH7
970,HDSigDB_Mouse_2021,Genes Changed In HDACi 4B Vs Vehicle Treated Friedreich Ataxia Patient Blood Cells GSE30933,10/1192,0.4124628969156318,0.7692794091804421,0,0,1.1200513614381202,0.9919275931720376,DRAP1;SPARC;KRT18;ARMC10;SLC2A3;MAN2B1;CRIP2;FLYWCH1;PDIA6;RPS21
971,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Grade 1 Markers In Human Caudate Nucleus (HG-U133A) GSE3790,2/187,0.4134427925375518,0.770313680334883,0,0,1.426736803918012,1.2601454838825468,SPECC1L;CALM2
972,HDSigDB_Mouse_2021,Genes Changed In Astrocytes Of zQ175DN Vs HdhQ20 PMID32681824,4/434,0.4153912371434719,0.7724254019280891,0,0,1.228856193640247,1.079592515873116,NEDD4;SLC2A3;CYTB;ACTB
973,HDSigDB_Mouse_2021,Genes Changed In The Cortex Of zQ175 Neo- Mice Vs WT GSE123657,9/1067,0.4154292332843505,0.7724254019280891,0,0,1.1256889161053276,0.9888535442497628,EEF1A1;BEX1;CBS;PMP22;KDR;CPOX;CRIP2;CNNM3;MYH7
974,HDSigDB_Mouse_2021,Genes Changed In WT Vs R6/1 Both Treated With AAV2/1-control GSE139847,5/560,0.4163811623502805,0.7731751824976814,0,0,1.1905467110946564,1.0431024804790394,SPARC;CALM2;CNNM3;ETV5;DLK1
975,HDSigDB_Mouse_2021,Genes Changed In WT Mice Treated With AAV9-Eif2a-Nme1-EF2a-GFP Vs Control GSE141856,1/71,0.4166863490434771,0.7731751824976814,0,0,1.8837142857142857,1.6490439870128846,SERBP1
976,HDSigDB_Mouse_2021,Genes Up-Regulated In Non-myotonic Dystrophy Markers In Human Skeletal Muscle GSE48828,12/1454,0.4178651042598798,0.774568785890115,0,0,1.1020066055338809,0.961607234383464,RPL41;SPARC;AHNAK;DOCK8;FTH1;TSPAN18;KDR;IGF2;VEGFB;FLYWCH1;AIG1;MYH7
977,HDSigDB_Mouse_2021,Expression In Frontal Lobe Of Mbnl KO Myotonic Dystrophy Mice GSE68890,5/563,0.4208581821926311,0.7781867896333274,0,0,1.1839618009525212,1.0246708242330334,RPS9;COG4;SLC2A3;CRIP2;AIG1
978,HDSigDB_Mouse_2021,Foxp1-induced Expression In Mouse Striatal Cells GSE31560,1/72,0.4211060485039541,0.7781867896333274,0,0,1.8570892018779344,1.606141815764672,ACTB
979,HDSigDB_Mouse_2021,Top 50 Up-Regulated Genes In HD Rat Striatal Cells PMID28920088,1/72,0.4211060485039541,0.7781867896333274,0,0,1.8570892018779344,1.606141815764672,ARG1
980,HDSigDB_Mouse_2021,Locuses With Increased DNA Methylation In Limbic Lobe Region Of AD Vs Control GSE72778,7/818,0.4225806491541378,0.7796190965008345,0,0,1.1411323468968353,0.9829428351738578,COX7B;BEX1;DKC1;HAND2;CRABP1;HSPE1;TRIM67
981,HDSigDB_Mouse_2021,Mouse Cortex Corticothalamic Neuron Markers PMID19013282,31/3928,0.423369693324031,0.7796190965008345,0,0,1.057463005730904,0.9088995015915908,SPARC;SLC2A1;SLC2A3;ACTB;TUBB5;CBS;PRDX1;ANO10;MCMBP;MEST;CNNM3;TLE4;RRM1;PEG3;COG4;WDR18;CDC25A;ETV5;DLK1;DHODH;TRAPPC6A;DKC1;SLC25A19;NDUFS4;NDUFAB1;TSR1;ESAM;MAN2B1;FLYWCH1;FKBP9;SNRPA
982,HDSigDB_Mouse_2021,Genes Up-Regulated In Macrophages Vs Monocytes PMID28671693,3/314,0.4237405798405912,0.7796190965008345,0,0,1.273442252541931,1.0934206253252492,PRDX1;VEGFB;ZWINT
983,HDSigDB_Mouse_2021,Striatum RNA M45 Module (Darkorange2) PMID26900923,2/191,0.4238789053508874,0.7796190965008345,0,0,1.3962572351834095,1.19841800819875,YWHAE;ARL6IP1
984,HDSigDB_Mouse_2021,Genes Up-Regulated In iSPNs Of 9 Wks R6/2 Vs WT PMID32681824,23/2886,0.4240335781630712,0.7796190965008345,0,0,1.0660747031086273,0.9146309378716606,RPL4;RRM1;SPARC;ANXA2;PEG3;DOCK8;SLC2A1;CDC25A;ZWINT;EEF1A1;CCND3;FRMD5;CBS;NCL;SPECC1L;G3BP1;PMP22;GRB10;ANO10;VIM;CNNM3;EZH2;TMPO
985,HDSigDB_Mouse_2021,Down-regulated Proteins In The Midbrain Of R6/2 Vs WT PXD008099,1/73,0.4254924804820089,0.7807161926574652,0,0,1.8312037037037037,1.5647782205195666,SPARC
986,HDSigDB_Mouse_2021,Genes Up-Regulated In Htt-N171-82Q Vs Htt-N171-19Q Changed Genes In Rat Striatal Neurons GSE1918,1/73,0.4254924804820089,0.7807161926574652,0,0,1.8312037037037037,1.5647782205195666,VIM
987,HDSigDB_Mouse_2021,Genes Up-Regulated In HD Markers In Mouse STHdh Cells GSE11358,27/3410,0.4259445168229559,0.7807545748647502,0,0,1.059810437386172,0.9044911729090456,TNFAIP8;BTF3L4;SLC2A1;RPL8;CCND3;GRB10;IGF2BP1;RPL13;ANO10;MEST;PEG3;COG4;RPL22;IGF2;AIG1;COX6C;PDIA6;COPZ1;DLK1;DRAP1;H19;NDUFS4;VPS41;PMP22;FKBP9;RPL29;RPS21
988,HDSigDB_Mouse_2021,Early Endosome Protein Composition PMID16615899,1/74,0.4298458936272268,0.7865388756791943,0,0,1.806027397260274,1.5248804420159292,RPS5
989,HDSigDB_Mouse_2021,Genes Changed In Human Granule Cells Vs Basket Cells GSE101912,10/1209,0.4299687945457772,0.7865388756791943,0,0,1.1031651671901526,0.9311184442099544,FRMD5;TNFAIP8;KRT18;SLC25A19;COG4;NEDD4;FKBP9;CALM2;TRIM67;DHODH
990,HDSigDB_Mouse_2021,Genes Down-Regulated In dSPNs Of 9 Wks R6/2 Vs WT PMID32681824,21/2636,0.4313117056324758,0.7874056797877619,0,0,1.0646095013972643,0.8952559309064367,TLE4;SLC41A1;SLC2A3;CRIP2;AIG1;COX6C;ETV5;CDH5;FAM189B;TRAPPC6A;TMEM54;DKC1;MDK;CCDC85B;PMP22;TSR1;ESAM;CALM2;DCTPP1;UBQLN4;MYH7
991,HDSigDB_Mouse_2021,Genes Up-Regulated In Nicotinamide Treated STHdhQ111 Vs Control GSE129143,2/194,0.4316434608368187,0.7874056797877619,0,0,1.3742309843400446,1.1545675186324134,CRIP2;VIM
992,HDSigDB_Mouse_2021,Coexpressed Gene Module M19A From Cerebral Cortex PMID18849986,3/318,0.4317470127163156,0.7874056797877619,0,0,1.257014157014157,1.0557856503021388,CSNK2A1;SLC2A1;TMPO
993,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Grade 0 Markers In Human Caudate Nucleus (HG-U133A) GSE3790,4/444,0.4323064229945126,0.7876327284135437,0,0,1.2003092145949288,1.006604069371034,BEX1;PEG3;SPECC1L;CALM2
994,HDSigDB_Mouse_2021,Genes Changed In R6/1 Treated With PLX3397 Vs Vehicle Treated WT Mice GSE136158,7/827,0.4337341180022944,0.7886415193233538,0,0,1.12807418699187,0.9423069502759084,PEG3;ABI3;DOCK8;RPL22;GRB10;MAN2B1;RPL29
995,HDSigDB_Mouse_2021,Genes Down-Regulated In HD Vs Control iPSCs Before Differentiation GSE109534,1/75,0.4341665349339502,0.7886415193233538,0,0,1.7815315315315314,1.4863800316967222,EIF5A
996,HDSigDB_Mouse_2021,Liver RNA M4 Module (Yellow) PMID26900923,1/75,0.4341665349339502,0.7886415193233538,0,0,1.7815315315315314,1.4863800316967222,MYL7
997,HDSigDB_Mouse_2021,Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs MR90C2P28 Cell Line GSE22651,16/1991,0.4352466148359312,0.789811241951775,0,0,1.0726075949367089,0.8922405595657151,WDR18;WDR89;OSGEP;ZWINT;RPS26;PDF;ZNHIT3;MDK;SLC25A19;CBS;NCL;PRDX1;IGF2BP1;RPL13;MCMBP;MEST
998,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Blood Of Patients With Total Motor Score Great Than 60 Vs 0-20 GSE51799,1/76,0.4384546494313883,0.7940413701202441,0,0,1.7576888888888889,1.4492125458826663,HBA-X
999,HDSigDB_Mouse_2021,Genes Up-Regulated In HD Vs Control iPSCs After 80 D Of Differentiation GSE109534,1/76,0.4384546494313883,0.7940413701202441,0,0,1.7576888888888889,1.4492125458826663,SLC2A3
1000,HDSigDB_Mouse_2021,Mouse Cerebellum Golgi Cell Markers PMID19013282,8/960,0.4391862467424799,0.7945717211295017,0,0,1.110477757536581,0.9137363050612072,TRAPPC6A;ABI3;NDUFS4;NDUFAB1;IGF2BP1;CALM2;MEST;ZWINT
1001,HDSigDB_Mouse_2021,Oligodendrocyte-enriched Genes PMID25700174,4/449,0.440717260393289,0.7960528664462726,0,0,1.1865168539325843,0.9721746512341226,EEF1D;FTH1;CPOX;ANO10
1002,HDSigDB_Mouse_2021,Genes Up-Regulated In Expression In HD180i.5 NSCs From HD Patient Vs NSCs From Healthy Controls GSE37517,17/2128,0.4408840557954784,0.7960528664462726,0,0,1.0660081873908525,0.8730322964946794,TNFAIP8;SPARC;AHNAK;ANXA2;IGF2;FURIN;CRIP2;DLK1;CCND3;HAND2;NEDD4;SPECC1L;PMP22;ESAM;FKBP9;VIM;MEST
1003,HDSigDB_Mouse_2021,Expression In Genetically Corrected HD iPSCs Vs Precursor Cells GSE37547,3/323,0.4416991320172224,0.7961606431424602,0,0,1.237056587837838,1.0108315040274227,H19;MYL7;ACTC1
1004,HDSigDB_Mouse_2021,Bivalent H3K27me3 And H3K4me3-enriched Genes In MSNs Of Adult Mice PMID27526204,7/834,0.4423916330826615,0.7961606431424602,0,0,1.1181143356173586,0.9118890385399204,DOCK8;TSPAN18;PMP22;KDR;IGF2;IGF2BP1;VIM
1005,HDSigDB_Mouse_2021,Oligodendrocyte Gene Markers PMID17151600,1/77,0.4427104803768129,0.7961606431424602,0,0,1.7344736842105264,1.4133172633167617,ACTC1
1006,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Cerebrum Of 18 Wk R6/1 HD Mice GSE3621,3/324,0.4436817320833481,0.7961606431424602,0,0,1.2331396817378126,1.002108241096301,CRIP2;ETV5;MYH7
1007,HDSigDB_Mouse_2021,Genes Down-Regulated In Genes Changed In HDACi 4B Vs Vehicle Treated Friedreich Ataxia Carrier Blood Cells GSE30933,3/324,0.4436817320833481,0.7961606431424602,0,0,1.2331396817378126,1.002108241096301,PMP22;PDIA6;RPS21
1008,HDSigDB_Mouse_2021,Genes Down-Regulated In dSPNs Of zQ175DN Vs WT PMID32681824,4/451,0.4440718601082824,0.7961606431424602,0,0,1.1810863047679925,0.9587691098225432,TLE4;MDK;CALM2;ETV5
1009,HDSigDB_Mouse_2021,PRC2 Deficiency Up-Regulated Genes At 6 Mon PMID27526204,2/199,0.4444607455643442,0.7961606431424602,0,0,1.339011344666644,1.085795648532191,HAND2;DLK1
1010,HDSigDB_Mouse_2021,Up-regulated Genes In Pons Of YAC84Q Tg(hATXN3) Mice GSE117605,2/199,0.4444607455643442,0.7961606431424602,0,0,1.339011344666644,1.085795648532191,CPOX;FKBP9
1011,HDSigDB_Mouse_2021,Genes Changed In Blood From The 75 Wk Vs 40 Wk MJD84.2 Mice GSE108069,1/78,0.4469342691881646,0.7990108208289892,0,0,1.7118614718614718,1.378636926919503,HOXD4
1012,HDSigDB_Mouse_2021,Regulation Of Intrinsic Membrane Properties And Excitability Of Striatopallidal Medium Spiny Neurons In HD CHDI112,1/78,0.4469342691881646,0.7990108208289892,0,0,1.7118614718614718,1.378636926919503,CALM2
1013,HDSigDB_Mouse_2021,Genes Down-Regulated In Expression In Striatal Cells Of HdhQ111 HD Mice GSE3583,23/2921,0.4483246608152203,0.8007060756768876,0,0,1.0510292658730158,0.8431752164973884,EIF5A;ACTR2;RPL41;SPARC;BEX1;ARL6IP1;DOCK8;CCDC58;CRABP1;VEGFB;SLC2A3;PDIA6;SENP3;OSGEP;ZWINT;FAM189B;ZNHIT3;CCDC85B;NDUFAB1;IGF2BP1;VIM;EZH2;TMPO
1014,HDSigDB_Mouse_2021,Genes Changed In The Heart Of Dox Treated FRDAkd Vs WT Mice At 3 Wk GSE98790,1/79,0.4511262555429989,0.8041236700672943,0,0,1.6898290598290595,1.3451175058270275,ANO10
1015,HDSigDB_Mouse_2021,Genes Down-Regulated Upon Heat Shock In Quadriceps Of WT Mice GSE95602,1/79,0.4511262555429989,0.8041236700672943,0,0,1.6898290598290595,1.3451175058270275,KDR
