Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
HDSigDB_Mouse_2021	Genes Changed In Cerebellum Of Dox Treated FRDAkd Mice At 20 Wk GSE98790	2.520535e-01	5.332980e-01	0	0	3.603333e+00	4.965804e+00	1110008P14RIK
HDSigDB_Mouse_2021	Genes Enriched In Macrophages Vs Microglia PMID24162652	2.520535e-01	5.332980e-01	0	0	3.603333e+00	4.965804e+00	CRIP1
HDSigDB_Mouse_2021	Genes Up-Regulated In WT Mice Treated With AAV9-Eif2a-Nme1-EF2a-GFP Vs Control GSE141856	2.520535e-01	5.332980e-01	0	0	3.603333e+00	4.965804e+00	SRRM2
HDSigDB_Mouse_2021	Insoluble Proteins Enriched In Striatum Of 8 Wk R6/2 Mice Vs WT PMID29166617	2.520535e-01	5.332980e-01	0	0	3.603333e+00	4.965804e+00	RPS18
HDSigDB_Mouse_2021	Up-regulated Proteins In Striatum Of 6 Mon HD Q175 Mice Vs Q20 PXD006302	2.524367e-01	5.333465e-01	0	0	1.494782e+00	2.057710e+00	NAGK;GSTA4;GOLGB1;VIM;RPS2
HDSigDB_Mouse_2021	Aged Microglia-Enriched Genes In Mouse Cortex PMID23954174	2.526378e-01	5.333465e-01	0	0	1.588909e+00	2.186018e+00	EEF1A1;CAR2;ZFHX3;RPL32
HDSigDB_Mouse_2021	Mouse Cerebellum Stellate And Basket Cell Markers PMID19013282	2.544696e-01	5.366174e-01	0	0	1.187113e+00	1.624652e+00	1110008P14RIK;PRMT7;RNASEK;ARG1;PUS1;RPL22;RFNG;UQCRH;MRPL33;ANAPC11;SLC25A39;CDK4;TMEM33;SMOC1;1700037C18RIK;SRSF2;NHP2;PLCG2;SERF1;RPL18;CNIH2;TOMM6
HDSigDB_Mouse_2021	Down-regulated Genes In Cortex Of 10 Mon HD Q140 Mice Vs Q20 GSE78272	2.562417e-01	5.393638e-01	0	0	1.424011e+00	1.938982e+00	CAR2;GJA1;FIP1L1;COL4A1;RASL10B;APLN
HDSigDB_Mouse_2021	Differentially Expressed Genes In R6/1 HD Mice PMID30811995	2.566528e-01	5.393638e-01	0	0	1.185210e+00	1.611923e+00	CAR2;NAPB;HSP90AB1;RASL10B;RARRES2;DHCR24;CAMKK1;TTC28;GGA1;LARS2;SBK1;SALL1;NAGK;BLOC1S1;SMOC1;TNNT2;CYP2S1;HNRNPA2B1;NHP2;SLC39A6;BLVRB;SRSF4
HDSigDB_Mouse_2021	HDACi-106 Treated PBMCs From Friedreich Ataxia Patients Vs Controls GSE30933	2.567236e-01	5.393638e-01	0	0	1.297695e+00	1.764547e+00	HBB-Y;LARS2;HSPH1;RPLP1;CTR9;SLC39A6;CTNNB1;RPS21;POLR2J;UQCRH
HDSigDB_Mouse_2021	Genes Down-Regulated Upon ZFP mHtt Repressor Treatment In R6/2 Astrocytes PMID31619545	2.571914e-01	5.393638e-01	0	0	1.733546e+00	2.354043e+00	CAR2;RPL32;FTH1
HDSigDB_Mouse_2021	Genes Up-Regulated In dSPNs Of zQ175DN Vs WT PMID32681824	2.571914e-01	5.393638e-01	0	0	1.733546e+00	2.354043e+00	ZFHX3;NAGK;DLC1
HDSigDB_Mouse_2021	Down-regulated Proteins In The Liver Of 6 Mon HD Q175 Mice Vs Q20 PXD005641	2.584119e-01	5.413260e-01	0	0	1.295300e+00	1.752800e+00	SRRM2;CCT3;SNRPD2;GOLGB1;HNRNPA2B1;DBI;BIRC6;SLC16A10;PA2G4;SRSF9
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs IMR90 Cell Line GSE22651	2.597972e-01	5.436285e-01	0	0	1.121492e+00	1.511608e+00	DOCK6;IFITM1;SPARC;RPL32;SIX1;1110065P20RIK;MRPL33;GLIPR2;FTH1;SLC39A6;CPNE3;GPX1;1110008P14RIK;TPRA1;ANXA2;TMOD3;RPL22;PCOLCE;TFIP11;RHOA;DHDDS;TOX2;PLSCR3;DAD1;COL4A1;RPL26;ALDOA;HBB-Y;RNASEK;CRIP2;RFNG;PPM1F;LDHA;HECTD1;MEST;PDLIM4;XBP1;ZFHX3;HSPA5;IGF2;IGF2R;RPS26;COL1A1;NAGK;SMOC1;DLC1;SNAI1;SFXN1;ACO1;VIM
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs MR90C2P27 Cell Line GSE22651	2.620492e-01	5.461250e-01	0	0	1.172143e+00	1.569760e+00	CCT3;LUZP1;RPLP1;RPL23;TMOD3;INSR;DBI;1110004F10RIK;UNG;TTC28;SMU1;PSMC5;LSM6;SNRPD2;MDK;FTH1;CTNNB1;BLVRB;SERF1;BIRC6;MEST;POLR2J;NINL;SNX6
HDSigDB_Mouse_2021	Genes Down-Regulated In Microglial Cells Of R6/2 Vs WT PMID32681824	2.623326e-01	5.461250e-01	0	0	3.431548e+00	4.591898e+00	SPARC
HDSigDB_Mouse_2021	Striatum Protein Module pM28 (Skyblue) PMID26900923	2.623326e-01	5.461250e-01	0	0	3.431548e+00	4.591898e+00	MTIF2
HDSigDB_Mouse_2021	Up-regulated Soluble Proteins In Striatum Of 5 Wk R6/2 Mice PXD004973	2.623326e-01	5.461250e-01	0	0	3.431548e+00	4.591898e+00	TIMELESS
HDSigDB_Mouse_2021	Genes Up-Regulated In Foxp2/Olfm3-expressing Neurons Of HD Patients Vs Control PMID32681824	2.627018e-01	5.461250e-01	0	0	1.175644e+00	1.571525e+00	SRRM2;CAR2;ZFHX3;HSP90AB1;TMOD3;ANKRD11;INSR;ARHGAP29;PTN;PPM1F;IGF2R;TTC28;TOX2;SBK1;SALL1;NASP;SMOC1;PLCG2;CTNNB1;TNRC18;BIRC6;NINL;SNX6
HDSigDB_Mouse_2021	Genes Changed In The Heart Of Dox Treated FRDAkd Vs WT Mice At 20 Wk GSE98790	2.627149e-01	5.461250e-01	0	0	1.335575e+00	1.785244e+00	PRDX2;SPARC;1110008P14RIK;BLVRB;PCOLCE;VIM;AUP1;POLR2J
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Grade 2 Markers In Human Frontal Lobe (HG-U133A) GSE3790	2.649846e-01	5.502413e-01	0	0	2.032530e+00	2.699369e+00	IFITM1;GJA1
HDSigDB_Mouse_2021	Genes Up-Regulated In Sst/Npy-expressing Interneurons Of zQ175DN Vs WT PMID32681824	2.654775e-01	5.506630e-01	0	0	1.405247e+00	1.863674e+00	MDH1;CTR9;BIRC6;CYTB;ZC3H13;ECSIT
HDSigDB_Mouse_2021	Genes Changed In Chat-expressing Interneurons Of zQ175DN Vs WT PMID32681824	2.662554e-01	5.516743e-01	0	0	1.204966e+00	1.594530e+00	COX8A;HSP90AB1;LUZP1;ANKRD11;INSR;1110004F10RIK;PTN;RFNG;TTC28;EEF1A1;LARS2;NAGK;NASP;SNRNP70;DLC1;TNRC18;BIRC6
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs IPS-J1-12-BJ1-iPS12 Cell Line GSE22651	2.666661e-01	5.519234e-01	0	0	1.229677e+00	1.625335e+00	CCT3;TEAD4;IFITM1;RFC4;RPL23;UNG;PSMC5;LSM6;SNRPD2;TNNT2;NHP2;BLVRB;OCIAD2;POLR2J
HDSigDB_Mouse_2021	Genes Down-Regulated In HD Vs Normal APCs GSE105041	2.695877e-01	5.571680e-01	0	0	1.236974e+00	1.621502e+00	EIF5A;XBP1;ANXA2;SIX1;MIF;CAMKK1;APLN;COL4A1;CYP2S1;PLCG2;OCIAD2;ALDOA;MEST
HDSigDB_Mouse_2021	Genes Changed By HSP90 Inhibitor In Quadriceps Of R6/2 Mice GSE95602	2.700799e-01	5.571680e-01	0	0	2.004184e+00	2.623552e+00	HSPH1;TMEM33
HDSigDB_Mouse_2021	Striatum RNA M54 Module (Navajowhite2) PMID26900923	2.700799e-01	5.571680e-01	0	0	2.004184e+00	2.623552e+00	SLC25A39;PUS1
HDSigDB_Mouse_2021	Genes Changed In Ciliated Ependymal Cells Of HD Patients Vs Control PMID32681824	2.706719e-01	5.577836e-01	0	0	1.135929e+00	1.484486e+00	COX7B;SF3B2;SPARC;HSP90AB1;TNKS;RPLP1;ANKRD11;HNRNPU;PPM1F;HSP90B1;RPS15;GGA1;GJA1;HSPH1;SNRNP70;FTH1;PLCG2;TNRC18;RPL18;NINL;SRRM2;ANXA2;HSPA5;MDH1;INSR;1110004F10RIK;IGF2R;EEF1A1;NCL;HNRNPA2B1;CTNNB1;SFXN1;BIRC6;VIM;RPL29
HDSigDB_Mouse_2021	Genes Up-Regulated In NES-Q13 Vs NLS-Q13 Changed Genes In PC12 Cells GSE26933	2.720124e-01	5.578610e-01	0	0	1.679402e+00	2.186426e+00	SPARC;CRABP1;PCOLCE
HDSigDB_Mouse_2021	Down-regulated Genes In Cerebellum Of Dox Treated FRDAkd Vs WT Mice At 20 Wk GSE98790	2.724711e-01	5.578610e-01	0	0	3.275379e+00	4.258723e+00	1110008P14RIK
HDSigDB_Mouse_2021	Genes Changed In Spinal Cord Vs Brain Derived OPCs (scRNA-seq) PMID30078729	2.724711e-01	5.578610e-01	0	0	3.275379e+00	4.258723e+00	RPS15
HDSigDB_Mouse_2021	Genes Down-Regulated In Expression In SA01 Vs VUB03 MPCs GSE7177	2.724711e-01	5.578610e-01	0	0	3.275379e+00	4.258723e+00	COX7B
HDSigDB_Mouse_2021	Striatal Expression In Vehicle Treated PDE10A KO Mice Vs WT Mice GSE40377	2.724711e-01	5.578610e-01	0	0	3.275379e+00	4.258723e+00	TNNT2
HDSigDB_Mouse_2021	Up-regulated Genes In Brain Stem From The 75 Wk MJD84.2 Mice GSE107958	2.724711e-01	5.578610e-01	0	0	3.275379e+00	4.258723e+00	SMOC1
HDSigDB_Mouse_2021	Genes Changed In Corticostriatal Projection Neurons Of R6/2 Vs WT PMID32681824	2.733176e-01	5.581121e-01	0	0	1.180434e+00	1.531166e+00	CCT3;CCT2;NAPB;1110008P14RIK;RNASEK;RPL23;SOX11;CRIP2;PTN;EEF1A1;RPS14;LDHA;TOX2;BLOC1S1;FTH1;RNPEP;SLC39A6;SFXN1;CYTB;SNX6
HDSigDB_Mouse_2021	Genes Down-Regulated In The Astrocytes Of R6/2 Mice Vs WT At 1 Month Old GSE124846	2.735778e-01	5.581121e-01	0	0	1.294027e+00	1.677278e+00	GJA1;SPARC;1110008P14RIK;RASL10B;GLIPR2;RARRES2;CRIP2;HSP90B1;TOMM6
HDSigDB_Mouse_2021	Mouse Striatum Drd2 Medium Spiny Neuron Markers PMID19013282	2.735778e-01	5.581121e-01	0	0	1.294027e+00	1.677278e+00	HECTD1;SBK1;RASL10B;ANKRD11;CTNNB1;PDXP;FBXO45;TNRC18;UNG
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia Markers In Blood Of Asymptomatic Genetic Carriers GSE30933	2.737687e-01	5.581121e-01	0	0	1.529435e+00	1.981340e+00	GPX1;NAGK;ANXA2;CTNNB1
HDSigDB_Mouse_2021	Genes Changed In Astrocytes Of zQ175DN Vs WT PMID32681824	2.751743e-01	5.596569e-01	0	0	1.976615e+00	2.550526e+00	HNRNPA2B1;PTN
HDSigDB_Mouse_2021	HDACi-106 Treated PBMCs From Friedreich Ataxia Carriers Vs Controls GSE30933	2.752848e-01	5.596569e-01	0	0	1.120625e+00	1.445549e+00	COX7B;IFITM1;SPARC;RNASEK;CTR9;HNRNPU;RFNG;1110065P20RIK;ANAPC11;SAMM50;YWHAQ;RPS18;SNRNP70;BLOC1S1;RNPEP;SLC39A6;CPNE3;POLR2J;EIF5A;SRRM2;CCT3;COX8A;ZFHX3;GPX1;TPRA1;ANXA2;PCOLCE;SLC16A10;RHOA;SMU1;PSMC5;SBK1;SLC25A39;NAGK;CYP2S1;HNRNPA2B1;SNAI1;CTNNB1;SFXN1;BIRC6;RPL26;OCIAD2;RPS21
HDSigDB_Mouse_2021	Changes In DNA Methylation In Caudate Nucleus Of HD Vs Control GSE72778	2.754101e-01	5.596569e-01	0	0	1.291388e+00	1.665237e+00	RPS15;TOX2;YWHAQ;PLSCR3;DLC1;IGF2;PA2G4;POLR2J;SRSF9
HDSigDB_Mouse_2021	Liver RNA M28 Module (Skyblue) PMID26900923	2.763734e-01	5.610145e-01	0	0	1.344091e+00	1.728504e+00	COL1A1;H19;SPARC;ANXA2;SNAI1;PCOLCE;VIM
HDSigDB_Mouse_2021	Mitochondrion-specific Gene Module M5 From Human Brain PMID20616000	2.768127e-01	5.613065e-01	0	0	1.521297e+00	1.953975e+00	PRDX2;1110008P14RIK;CRMP1;ALDOA
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs IPS-J1-12-BJ1-iPS12 Cell Line GSE22651	2.780445e-01	5.629128e-01	0	0	1.176324e+00	1.505665e+00	SRRM2;CAR2;XBP1;ZFHX3;SPARC;ANXA2;RARRES2;CRMP1;DHDDS;RPS26;H19;ALDH3B2;HECTD1;SALL1;MDK;GLIPR2;SMOC1;CYP2S1;SRSF2;VIM
HDSigDB_Mouse_2021	Genes Down-Regulated In HdhQ150 Vs WT Mice GSE139847	2.784937e-01	5.629128e-01	0	0	1.434625e+00	1.833967e+00	COX8A;CAR2;RASL10B;FTH1;HBA-A2
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Markers In Differentiated Human GABAergic Neurons GSE77558	2.784937e-01	5.629128e-01	0	0	1.434625e+00	1.833967e+00	RPS26;COL4A1;BLOC1S1;CPNE3;OCIAD2
HDSigDB_Mouse_2021	HD Grade 3 Markers In Human Caudate Nucleus (HG-U133B) GSE3790	2.797743e-01	5.649004e-01	0	0	1.179999e+00	1.503050e+00	NAPB;RASL10B;TMOD3;CTR9;PDXP;RHOA;CAMKK1;SALL1;NASP;TMEM33;DAD1;GLIPR2;MIER3;DLC1;HNRNPA2B1;CTNNB1;MALAT1;OCIAD2;CNIH2
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia Markers In Human Blood GSE30933	2.818394e-01	5.661333e-01	0	0	1.373552e+00	1.739491e+00	GPX1;TPRA1;NAGK;ANXA2;RNPEP;CTNNB1
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In HD60i.4 NSCs From HD Patient Vs NSCs From Healthy Controls GSE37517	2.822933e-01	5.661333e-01	0	0	1.163720e+00	1.471883e+00	TEAD4;SPARC;ANXA2;IGF2;HBA-A2;PCOLCE;CRIP2;PTN;PPM1F;IGF2R;COL1A1;H19;NAGK;PLSCR3;TMEM88;COL4A1;GLIPR2;TNNT2;DLC1;MEST;PDLIM4;TOMM6
HDSigDB_Mouse_2021	Down-regulated Proteins In Hippocampus Of 10 Mon HD Q175 Mice Vs Q20 PXD005538	2.824707e-01	5.661333e-01	0	0	3.132790e+00	3.960411e+00	CAMKK1
HDSigDB_Mouse_2021	Genes Changed In Haloperidol Treated STHdhQ111 Vs Control GSE129143	2.824707e-01	5.661333e-01	0	0	3.132790e+00	3.960411e+00	CRABP1
HDSigDB_Mouse_2021	Genes Up-Regulated In NLS144 Changed Genes In Cerebellum Of S25 HD Mice GSE3248	2.824707e-01	5.661333e-01	0	0	3.132790e+00	3.960411e+00	SOX11
HDSigDB_Mouse_2021	Genes Up-Regulated In Haloperidol Treated STHdhQ111 Vs Control GSE129143	2.824707e-01	5.661333e-01	0	0	3.132790e+00	3.960411e+00	CRABP1
HDSigDB_Mouse_2021	HD-specific Set Of Genes (Cluster 8) PMID28499347	2.824707e-01	5.661333e-01	0	0	3.132790e+00	3.960411e+00	SMOC1
HDSigDB_Mouse_2021	HD Grade 2 Markers In Human Frontal Lobe (HG-U133A) GSE3790	2.831888e-01	5.669745e-01	0	0	1.640947e+00	2.070287e+00	YWHAE;IFITM1;GJA1
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Cerebrum Of 22 Wk R6/1 HD Mice GSE3621	2.859775e-01	5.714077e-01	0	0	1.497387e+00	1.874493e+00	RNPEP;IGF2;VIM;SNX6
HDSigDB_Mouse_2021	Differentially Expressed Proteins In Striatum Of HD Q175 Mice PMID26900923	2.860046e-01	5.714077e-01	0	0	1.218584e+00	1.525360e+00	PLXND1;RPL23;PA2G4;IGF2R;CAMKK1;RPS14;GGA1;PSMC5;NAGK;TRIM28;GSTA4;GOLGB1;VIM
HDSigDB_Mouse_2021	Genes Up-Regulated In Endothelial Cells Of HD Patients Vs Control PMID32681824	2.868619e-01	5.720408e-01	0	0	1.156179e+00	1.443783e+00	SRRM2;DOCK6;HSP90AB1;TNKS;TMOD3;ANKRD11;INSR;ARHGAP29;HNRNPU;CRIP2;PPM1F;IGF2R;TTC28;GJA1;HSPH1;NASP;UBN2;DLC1;PLCG2;SRSF4;TNRC18;BIRC6;SNX6
HDSigDB_Mouse_2021	Genes Changed In Astrocytes Of HdhQ111 Vs HdhQ20 PMID32681824	2.869236e-01	5.720408e-01	0	0	1.628515e+00	2.033264e+00	COX8A;NAPB;BIRC6
HDSigDB_Mouse_2021	Differentially Expressed Proteins In The Liver Of 6 Mon HD Q175 Mice Vs Q20 PXD005641	2.894043e-01	5.760401e-01	0	0	1.253614e+00	1.554394e+00	SRRM2;CCT3;SNRPD2;GOLGB1;HNRNPA2B1;DBI;BIRC6;SLC16A10;PA2G4;SRSF9
HDSigDB_Mouse_2021	Genes Up-Regulated In Friedreich Ataxia iPSCs Expression Vs Control Keratinocytes GSE22651	2.895359e-01	5.760401e-01	0	0	1.109114e+00	1.374720e+00	DOCK6;HCN4;IFITM1;SPARC;RNASEK;RPL32;CRIP2;RFNG;1110065P20RIK;PPM1F;RASIP1;HSP90B1;ALDH3B2;LDHA;SNRNP70;FTH1;RNPEP;SLC39A6;SFN;CPNE3;POLR2J;PDLIM4;SNX6;EIF5A;ZFHX3;GPX1;1110008P14RIK;TPRA1;ANXA2;HSPA5;ARG1;TMOD3;PUS1;ARHGAP29;TFIP11;DHCR24;PDZK1IP1;IGF2R;H19;PLSCR3;DAD1;SMOC1;DLC1;VIM;OCIAD2;ALDOA
HDSigDB_Mouse_2021	Genes Down-Regulated In Friedreich Ataxia iPSCs Expression Vs Mel1 P51 Cell Line GSE22651	2.903483e-01	5.770521e-01	0	0	1.131106e+00	1.398809e+00	COX7B;RPLP1;CTR9;HBA-A2;DBI;AUP1;UQCRH;RASIP1;ANAPC11;UNG;SNRPD2;MDK;SNORD34;POLR2J;CCT3;RFC4;RPL23;TMOD3;PUS1;1110004F10RIK;SLC16A10;WBP11;RPS26;SMU1;PSMC5;NAGK;LSM6;TNNT2;NHP2;CTNNB1;BLVRB
HDSigDB_Mouse_2021	Differentially Expressed Genes In Control NPCs Vs HD NPCs GSE93767	2.916270e-01	5.789878e-01	0	0	1.105989e+00	1.362887e+00	DOCK6;HBB-Y;RPL32;RPLP1;CRABP1;RPLP0;PDXP;CRMP1;HNRNPU;SIX1;HBA-A2;NRARP;CRIP2;RFNG;RPL8;CRIP1;PPM1F;TTC28;PRDX2;GJA1;SALL1;SAMM50;UPK1A;MDK;RPS18;RNPEP;SLC39A6;SERF1;LBR;POLR2J;EIF5A;GPX1;ANXA2;RARRES2;SNHG6;SOX11;SLC16A10;APLN;RPS26;COL1A1;TOX2;NASP;GOLGB1;SMOC1;CTNNB1;RPL26;OCIAD2;CNIH2
HDSigDB_Mouse_2021	Striatum RNA M30 Module (Steelblue) PMID26900923	2.920576e-01	5.792375e-01	0	0	1.268097e+00	1.560779e+00	HECTD1;TNKS;GOLGB1;ANKRD11;INSR;CTR9;BIRC6;IGF2R;TTC28
HDSigDB_Mouse_2021	HD Changed Genes In Human Blood PMID29652574	2.930872e-01	5.806732e-01	0	0	1.234150e+00	1.514654e+00	CAR2;PSMC5;SPARC;SAMM50;D8ERTD738E;SLC39A6;DBI;VIM;RPL18;POLR2J;SNX6
HDSigDB_Mouse_2021	Up-regulated Genes In Cerebellum Of HD Q175 Mice PMID26900923	2.938372e-01	5.814645e-01	0	0	1.185379e+00	1.451768e+00	YWHAE;NAPB;SF3B2;ANKRD27;CRMP1;MTIF2;MRPL33;TTC28;SAMM50;SNRNP70;SMOC1;RNPEP;SLC39A6;SERF1;SFXN1;MEST
HDSigDB_Mouse_2021	Differentially Expressed Genes In Striatum Of HdhQ111 Mice GSE64478	2.944046e-01	5.814645e-01	0	0	1.604202e+00	1.961618e+00	NAGK;ANXA2;TNNT2
HDSigDB_Mouse_2021	Genes Down-Regulated In Endothelial Cells Of R6/2 Vs WT PMID32681824	2.944046e-01	5.814645e-01	0	0	1.604202e+00	1.961618e+00	SPARC;CYTB;TTC28
HDSigDB_Mouse_2021	Genes Down-Regulated In Genes Changed In HDACi 106 Vs Vehicle Treated Healthy Donor Blood Cells GSE30933	2.949208e-01	5.818791e-01	0	0	1.157685e+00	1.413589e+00	COX8A;IFITM1;ANXA2;MDH1;RPLP1;PUS1;DBI;ECSIT;1110065P20RIK;UQCRH;UNG;LARS2;LDHA;HSPH1;SAMM50;CDK4;RNPEP;TIMELESS;NHP2;RPL26;RPS21
HDSigDB_Mouse_2021	Genes Changed In The Heart Of Dox Treated FRDAkd Mice After 8 Wk Rescue Vs Not Rescued Mice GSE98790	2.955256e-01	5.824675e-01	0	0	1.873499e+00	2.283795e+00	1110008P14RIK;POLR2J
HDSigDB_Mouse_2021	Genes Down-Regulated In Sst/Npy-expressing Interneurons Of zQ175DN Vs WT PMID32681824	2.960417e-01	5.828800e-01	0	0	1.347482e+00	1.640230e+00	SRRM2;UBN2;DLC1;HNRNPA2B1;RNPEP;1110004F10RIK
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In Quadriceps Muscle Of HSALR 20B Myotonic Dystrophy Mice GSE38962	2.976657e-01	5.848327e-01	0	0	1.260513e+00	1.527470e+00	SRRM2;TEAD4;NAPB;IFITM1;SF3B2;PUS1;TFIP11;ZC3H13;IGF2R
HDSigDB_Mouse_2021	Differentially Expressed Genes In Hippocampus Of 10 Mon HD Q175 Mice Vs Q20 GSE73503	2.979381e-01	5.848327e-01	0	0	1.169465e+00	1.416070e+00	CAR2;ZFHX3;SPARC;GPX1;PARP1;ARHGAP29;SOX11;CAMKK1;HSP90B1;GJA1;HSPH1;NAGK;SMOC1;MALAT1;VIM;OCIAD2;CNIH2;SRSF9
HDSigDB_Mouse_2021	Genes Changed In Striatum Of R6/2 Vs WT Mice GSE109416	2.982531e-01	5.848327e-01	0	0	1.100704e+00	1.331646e+00	SPARC;HSP90AB1;PLXND1;HBA-A2;TTC28;GJA1;SNRNP70;SLC39A6;CCT3;CCT2;GPX1;PARP1;TMOD3;RPL22;EEF1A1;LARS2;TOX2;TNNT2;MALAT1;BIRC6;1110038B12RIK;RNASEK;ANKRD11;CTR9;CRMP1;CRIP2;PTN;HSP90B1;ANAPC11;HSPH1;UBN2;MEST;CAR2;ZFHX3;ANKRD27;RASL10B;ARHGAP29;SNHG6;DHCR24;APLN;SBK1;NAGK;SMOC1;DLC1;CYP2S1;SFXN1;CYTB;VIM;OCIAD2;RPS21
HDSigDB_Mouse_2021	Striatum RNA M11 Module (Greenyellow) PMID26900923	2.982647e-01	5.848327e-01	0	0	1.466641e+00	1.774304e+00	CAR2;CDH5;GJA1;FTH1
HDSigDB_Mouse_2021	Genes Up-Regulated In PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 120 H Of Induction PMID28499347	2.997169e-01	5.864295e-01	0	0	1.389831e+00	1.674630e+00	IFITM1;SPARC;COL4A1;PCOLCE;PDLIM4
HDSigDB_Mouse_2021	ATN1-ATXN2 Shared Co-Expressed Genes In HD-associated Brain Region PMID29249939	3.000656e-01	5.864295e-01	0	0	1.305137e+00	1.571064e+00	CCT3;CCT2;NASP;TNKS;SRSF4;AUP1;ECSIT
HDSigDB_Mouse_2021	Differentially Expressed Proteins In Striatum Of 10 Mon HD Q175 Mice Vs Q20 PXD006302	3.000656e-01	5.864295e-01	0	0	1.305137e+00	1.571064e+00	CAR2;NAGK;TRIM28;VIM;CRIP1;IGF2R;CAMKK1
HDSigDB_Mouse_2021	Genes Up-Regulated In Expression In VUB05 Line NSCs Vs ESCs GSE34201	3.003136e-01	5.864295e-01	0	0	1.102320e+00	1.326011e+00	IFITM1;SPARC;RNASEK;CRABP1;PDXP;CRMP1;CRIP2;PTN;RFNG;1110065P20RIK;PPM1F;MRPL33;TTC28;CDH5;PRDX2;GGA1;SALL1;MDK;TMEM88;SNRNP70;BLOC1S1;RNPEP;SLC39A6;CPNE3;LBR;MEST;CCT5;SNX6;COX8A;ZFHX3;EGFL7;1110008P14RIK;PRMT7;HSPA5;RASL10B;TMOD3;SOX11;DHCR24;APLN;TOX2;CDK4;DAD1;COL4A1;SMOC1;SRSF4;VIM;CNIH2
HDSigDB_Mouse_2021	PD Changed Genes In Human Prefrontal Cortex PMID29375298	3.006654e-01	5.865135e-01	0	0	1.149189e+00	1.381047e+00	DOCK6;EGFL7;GPX1;TPRA1;RPLP1;PCOLCE;AUP1;RFNG;WBP11;RASIP1;TTC28;H19;HECTD1;SLC25A39;UPK1A;TRIM28;TMEM33;CYP2S1;ESAM;ZC3H13;RPS21;POLR2J
HDSigDB_Mouse_2021	Genes Up-Regulated In HD Grade 0 Markers In Human Caudate Nucleus (HG-U133A) GSE3790	3.020613e-01	5.874273e-01	0	0	2.881833e+00	3.449916e+00	PLXND1
HDSigDB_Mouse_2021	Genes Up-Regulated In Htt103Q Changed Genes In Yeast GSE18644	3.020613e-01	5.874273e-01	0	0	2.881833e+00	3.449916e+00	HSPH1
HDSigDB_Mouse_2021	Insoluble Proteins Enriched In Hippocampus Of 5 Wk R6/2 Mice Vs WT PMID29166617	3.020613e-01	5.874273e-01	0	0	2.881833e+00	3.449916e+00	CCT2
HDSigDB_Mouse_2021	Genes Up-Regulated In PC12 Htt-Q74 Vs PC12 Htt-Q23 Upon 48 H Of Induction PMID28499347	3.023890e-01	5.874634e-01	0	0	1.384424e+00	1.655828e+00	IFITM1;SPARC;COL4A1;PCOLCE;PDLIM4
HDSigDB_Mouse_2021	HD Grade 2 Markers In Human Caudate Nucleus (HG-U133B) GSE3790	3.039238e-01	5.898420e-01	0	0	1.209613e+00	1.440623e+00	NAPB;COX7B;SALL1;NASP;DLC1;HNRNPA2B1;PDXP;SERF1;HNRNPU;SFXN1;MALAT1;OCIAD2
HDSigDB_Mouse_2021	Differentially Expressed Genes In Hypothalamus/Thalamus Of HD Q175 Mice PMID26900923	3.055888e-01	5.924680e-01	0	0	1.330636e+00	1.577489e+00	CAR2;GJA1;FTH1;SMOC1;ARHGAP29;CRIP2
HDSigDB_Mouse_2021	Genes Up-Regulated In Microglia Vs Macrophages PMID28671693	3.066038e-01	5.938299e-01	0	0	1.294894e+00	1.530822e+00	SRRM2;DOCK6;ZFHX3;DLC1;SNAI1;TNRC18;MEST
HDSigDB_Mouse_2021	Genes Changed In dSPNs Of HD Patients Vs Control PMID32681824	3.069564e-01	5.939075e-01	0	0	1.106287e+00	1.306580e+00	HSP90AB1;LUZP1;ANKRD11;HNRNPU;UQCRH;CAMKK1;MRPL33;HSP90B1;TTC28;LDHA;HECTD1;HSPH1;SNRNP70;FTH1;UBN2;PLCG2;ZC3H13;NINL;SNX6;ZFHX3;PRMT7;MDH1;PARP1;TMOD3;PUS1;INSR;1110004F10RIK;SLC16A10;IGF2R;DHDDS;EEF1A1;HNRNPL;LARS2;GOLGB1;DLC1;SFXN1;SRSF4;ACO1;BIRC6;CYTB
HDSigDB_Mouse_2021	NES-Q13 Vs NLS-Q13 Changed Genes In PC12 Cells GSE26933	3.075226e-01	5.940816e-01	0	0	1.444388e+00	1.703232e+00	SPARC;CRABP1;PCOLCE;PTN
